BLD_CODE,SCH_NAME,TYPE,TOTAL_BUDGET
R042,P.S. 42 - STATEN ISLAND,OTHER,1951499
R043,CSI HS FOR INTERNATIONAL STUDI,OTHER,10435701
R043,G MCCOWN EXPEDITIONARY LRNG SC,OTHER,835327
R043,I.S./J.H.S. 63 - STATEN ISLAND,OTHER,709007
R044,P.S. 44 - STATEN ISLAND,FLOOD,3775024
R044,P.S. 44 - STATEN ISLAND,OTHER,1779180
R045,P.S. 45 - STATEN ISLAND,OTHER,1300655
R046,P.S. 46 - STATEN ISLAND,OTHER,1168710
R047,CSI HS INTERNATIONAL STUDIES,OTHER,34719
R048,NAPLES STREET ELEMENTARY SCHL,PENET,1453659
R048,NAPLES STREET ELEMENTARY SCHL,ROOF,4553438
R048,NAPLES STREET ELEMENTARY SCHOO,OTHER,9749310
R049,I.S. 49 - STATEN ISLAND,FLOOD,2282287
R049,I.S. 49 - STATEN ISLAND,OTHER,1295932
R049,THE EAGLE ACADEMY FOR YOUNG ME,OTHER,80000
R051,I.S. 51 - STATEN ISLAND,OTHER,2518695
R053,P.S. 53 - STATEN ISLAND,OTHER,1398727
R054,P.S. 54 - STATEN ISLAND,OTHER,1049767
R055,P.S. 55 - STATEN ISLAND,OTHER,698870
R056,P.S. 56 - STATEN ISLAND,OTHER,1170624
R057,P.S. 57 - STATEN ISLAND,OTHER,946819
R058,P.S. 58 - STATEN ISLAND,OTHER,701624
R058,P.S. 58 - STATEN ISLAND,ROOF,304519
R059,THE HARBOR VIEW SCHOOL - R,OTHER,100000
R060,P.S. 60 - STATEN ISLAND,OTHER,279428
R061,I.S. 61 - STATEN ISLAND,OTHER,575916
R061,I.S. 61 - STATEN ISLAND,ROOF,15427265
R062,THE KATHLEEN GRIMM SCHOOL FOR,OTHER,210000
R066,THE PORT RICHMOND SCHOOL FOR V,OTHER,271000
R069,P.S. 69 - STATEN ISLAND,OTHER,1084586
R070,P.S. @ 357 TARGEE STREET,OTHER,3059028
R070,P.S. @ 357 TARGEE STREET - R,NEW SCHOOL,86249347
R071,P.S. 48 - STATEN ISLAND,OTHER,301101
R072,I.S. 72 - STATEN ISLAND,OTHER,13482484
R075,I.S. 75 - STATEN ISLAND,FLOOD,8514363
R075,I.S. 75 - STATEN ISLAND,OTHER,3819460
R086,I.S./H.S. @ 715 OCEAN TERRACE,OTHER,127307824
R089,D75 REPLACEMENT @ 15 FAIRFIELD,NEW SCHOOL,44370943
R090,3K CENTER @ 1535 RICHMOND AVE,OTHER,15729718
R091,3K CENTER @ 20 EBBITTS STREET,OTHER,15166112
R093,3K CENTER @ 2530 VICTORY BLVD,OTHER,9526521
R094,3K CENTER @ 104 HOUSMAN AVENUE,OTHER,11566203
R095,3K CENTER @ 1 TELEPORT DRIVE,OTHER,4490149
R098,P.S. 20 - STATEN ISLAND,OTHER,8109122
R099,P.S. 39 - STATEN ISLAND,OTHER,8100434
R100,3K CENTER @ 2389 RICHMOND AVE,OTHER,12481064
R102,P.S. 13 ANNEX - STATEN ISLAND,OTHER,24245151
R435,NEW DORP HS - STATEN ISLAND,OTHER,4257168
R436,NEW DORP HS - STATEN ISLAND,OTHER,10255755
R440,STATEN ISLAND TECHNICAL HS - R,OTHER,726986
R440,STATEN ISLAND TECHNICAL HS - S,FLOOD,2040155
R440,STATEN ISLAND TECHNICAL HS - S,OTHER,54381
R445,PORT RICHMOND HS - R,OTHER,1099030
R445,PORT RICHMOND HS - S.I.,FLOOD,23968568
R446,PORT RICHMOND HS - S.I.,OTHER,13940149
R450,CURTIS HS - STATEN ISLAND,OTHER,407612
R455,TOTTENVILLE HS - STATEN ISLAND,OTHER,4497582
R456,TOTTENVILLE HS - STATEN ISLAND,OTHER,2168704
R460,SUSAN E. WAGNER HS - STATEN IS,OTHER,2289848
R460,SUSAN E. WAGNER HS - STATEN IS,ROOF,32878559
R470,CONCORD H.S.,OTHER,100000
R470,CONCORD HS - R,OTHER,397497
R600,RALPH MCKEE VOC HS - S. I.,OTHER,2121183
R600,RALPH R. MCKEE CAREER AND TECH,FLOOD,15770007
R600,RALPH R. MCKEE CAREER AND TECH,OTHER,1648052
R700,P.S. 74 - STATEN ISLAND,OTHER,9207891
R701,P.S. 1 - STATEN ISLAND,OTHER,7409677
R702,P.S. 54 - STATEN ISLAND,OTHER,8552180
R722,R721 SPED - STATEN ISLAND,OTHER,30216290
R802,P.S. 1 - STATEN ISLAND,OTHER,2791920
R825,R025 SPED - STATEN ISLAND,OTHER,224401
R829,P.S. 65 - STATEN ISLAND,OTHER,68000
R831,P.S. 74 - STATEN ISLAND,OTHER,1483485
R840,R000 - STATEN ISLAND,OTHER,7740000
R840,THE DAVID MARQUIS SCHOOL OF TH,OTHER,99485
R843,THE DAVID MARQUIS SCHOOL OF TH,OTHER,40000
R848,P.S. 42 - STATEN ISLAND,ROOF,2206314
R861,P.S. 861 - STATEN ISLAND,OTHER,844084
R880,P.S. 80 - STATEN ISLAND,OTHER,3251533
X002,BRONX CNTR FOR SCIENCE & MATH,OTHER,7797490
X003,P.S. 3 - BRONX,OTHER,6699418
X003,P.S. 3 - BRONX,ROOF,4163888
X004,P.S. 4 - BRONX,OTHER,72375
X006,P.S. 6 - BRONX,OTHER,334235
X007,P.S. 7 - BRONX,OTHER,656256
X008,P.S. 8 - BRONX,OTHER,40000
X009,P.S. 9 - BRONX,OTHER,32761985
X011,P.S. 11 - BRONX,OTHER,3081687
X012,X012 SPED - BRONX,OTHER,5773122
X014,P.S. 14 - BRONX,FLOOD,149446
X014,P.S. 14 - BRONX,OTHER,5581591
X015,P.S. 15 - BRONX,OTHER,327527
X015,P.S. 291 - BRONX,OTHER,224000
X015,P.S.15 - BRONX,PENET,1311248
X016,P.S. 16 - BRONX,OTHER,6101167
X018,P.S. 18 - BRONX,OTHER,1417487
X019,P.S. 19 - BRONX,OTHER,61905481
X020,P.S. 20 - BRONX,OTHER,286059
X021,P.S. 21 - BRONX,OTHER,3083996
X022,I.S. 22 - BRONX,OTHER,1505685
X023,P.S. 23 - BRONX,FLOOD,11351053
X023,P.S. 23 - BRONX,OTHER,98922
X024,P.S. 24 - BRONX,OTHER,8661392
X025,P.S. 25 - BRONX,OTHER,356480
X025,P.S. 25 - BRONX,ROOF,14325923
X026,I.S. 390 - BRONX,OTHER,739728
X026,P.S. 396 - BRONX,OTHER,100000
X027,P.S. 277 - BRONX,FLOOD,6643405
X027,P.S. 277 - BRONX,OTHER,200000
X028,P.S. 28 - BRONX,OTHER,12151784
X029,P.S. 29 - BRONX,FLOOD,8201672
X029,P.S. 29 - BRONX,OTHER,835878
X032,P.S. 32 - BRONX,OTHER,10606981
X033,P.S. 33 - BRONX,OTHER,6729216
X034,X188 SPED - BRONX,FLOOD,9014902
X034,X188 SPED - BRONX,OTHER,60000
X035,P.S. 35 - BRONX,OTHER,238903
X036,P.S. 36 - BRONX,OTHER,9905054
X039,HOLCOMBE L. RUCKER SCHOOL,OTHER,10841170
X039,LONGWOOD PREPARATORY ACADEMY,FLOOD,963125
X039,LONGWOOD PREPARATORY ACADEMY,OTHER,319521
X040,P.S. 179 - BRONX,OTHER,770710
X040,YOUNG LEADERS ELEM - BRONX,OTHER,477857
X041,P.S. 41 - BRONX,FLOOD,11022370
X041,P.S. 41 - BRONX,OTHER,223686
X042,P.S. 42 - BRONX,FLOOD,5562005
X042,P.S. 42 - BRONX,OTHER,364846
X043,P.S. 43 - BRONX,OTHER,23941588
X043,X017 SPED - BRONX,OTHER,143414
X044,P.S. 44 - BRONX,OTHER,207601
X044,P.S. 44 - BRONX,ROOF,10743929
X045,I.S. 45 - BRONX,OTHER,1042250
X046,P.S. 46 - BRONX,FLOOD,11146213
X046,P.S. 46 - BRONX,OTHER,98379009
X047,P.S. 47 - BRONX,OTHER,574614
X048,P.S. 48 - BRONX,OTHER,1014140
X049,P.S. 49 - BRONX,OTHER,90024
X050,FAIRMONT NEIGHBORHOOD SCHOOL,OTHER,69584
X050,P.S. 50 - BRONX,OTHER,235000
X050,SAMARA COMMUNITY SCHOOL,OTHER,842795
X052,GIRLS PREP CHARTER SCHOOL - X,OTHER,125000
X052,I.S. 302 - BRONX,FLOOD,3663903
X052,I.S. 302 - BRONX,OTHER,2286506
X053,P.S. 53 - BRONX,OTHER,6018708
X054,P.S. 54 - BRONX,OTHER,1266290
X055,P.S. 55 - BRONX,OTHER,1350671
X055,P.S. 55 - BRONX,ROOF,17956691
X057,I.S. 273 - BRONX,OTHER,105980
X057,P.S. 57 - BRONX,FLOOD,4371471
X057,P.S. 57 - BRONX,OTHER,546020
X058,P.S. 58 - BRONX,FLOOD,9243107
X058,P.S. 58 - BRONX,OTHER,3469534
X059,P.S. 59 - BRONX,OTHER,369175
X060,P.S. 335 - BRONX,OTHER,74433
X060,THE LONGWOOD ACADEMY,OTHER,291058
X060,THE LONGWOOD ACADEMY OF DISCOV,OTHER,314024
X061,I.S. 190 - BRONX,OTHER,173249
X061,P.S. 61 - BRONX,FLOOD,9540461
X061,P.S. 61 - BRONX,OTHER,15603
X062,P.S. 62 - BRONX,OTHER,9870068
X063,MOTT HALL CHARTER SCHOOL,OTHER,349200
X063,P.S. 63 - BRONX,OTHER,2204636
X064,THE WALTON AVENUE SCHOOL,OTHER,403138
X065,P.S. 65 - BRONX,OTHER,1079866
X065,P.S. 65 - BRONX,ROOF,10057302
X067,P.S. 67 - BRONX,FLOOD,20781411
X067,P.S. 67 - BRONX,OTHER,4146487
X068,P.S. 68 - BRONX,OTHER,4965013
X069,P.S. 69 - BRONX,OTHER,42885
X070,P.S. 70 - BRONX,OTHER,100000
X071,P.S. 71 - BRONX,OTHER,1028818
X072,P.S. 72 - BRONX,OTHER,449465
X073,P.S. 73 - BRONX,OTHER,310305
X074,I.S. 424 - BRONX,FLOOD,13954616
X074,I.S. 424 - BRONX,OTHER,381091
X075,P.S. 75 - BRONX,OTHER,730902
X076,P.S. 76 - BRONX,FLOOD,5530513
X077,P.S. 195 - BRONX,OTHER,1052667
X078,P.S. 78 - BRONX,FLOOD,11254660
X079,I.S. 447 - BRONX,OTHER,676302
X079,P.S. 382 - BRONX,ROOF,19647731
X079,SCHOOL FOR ENVIR CITIZEN - BRO,OTHER,325000
X080,P.S. 280 - BRONX,OTHER,312302
X081,P.S. 81 - BRONX,OTHER,9726668
X082,I.S. 232 - BRONX,FLOOD,11059175
X082,I.S. 232 - BRONX,OTHER,56839
X082,I.S. 232 - BRONX,ROOF,14073504
X083,P.S. 83 - BRONX,OTHER,846333
X084,X811 SPED - BRONX,OTHER,1878644
X084,X811 SPED - BRONX,ROOF,7829115
X085,P.S. 85 - BRONX,FLOOD,12817851
X085,P.S. 85 - BRONX,OTHER,1002923
X086,P.S. 86 - BRONX,OTHER,628787
X087,P.S. 87 - BRONX,FLOOD,3532907
X087,P.S. 87 - BRONX,OTHER,912139
X088,P.S. 88 - BRONX,OTHER,94399
X089,P.S. 89 - BRONX,FLOOD,1005831
X089,P.S. 89 - BRONX,OTHER,192415
X090,SHERIDAN ACADEMY FOR YOUNG LEA,OTHER,8221
X090,THE FAMILY SCHOOL - BRONX,OTHER,99383
X091,P.S. 91 - BRONX,OTHER,1475926
X092,P.S. 92 - BRONX,OTHER,366931
X093,METROPOLITAN LIGHTHOUSE CHARTE,OTHER,40000
X093,P.S. 93 - BRONX,OTHER,419593
X093,P.S. 93 - BRONX,ROOF,3105114
X094,P.S. 94 - BRONX,OTHER,326807
X095,P.S. 344 - BRONX,OTHER,604880
X095,P.S. 95 - BRONX,OTHER,8650041
X096,P.S. 96 - BRONX,OTHER,104527
X097,P.S. 97 - BRONX,OTHER,68919115
X098,BRONX ENVISION ACADEMY - BRONX,OTHER,7926
X098,BX HS OF PERFORMANCE & STAGE -,OTHER,7926
X098,I.S. 98 - BRONX,OTHER,3035699
X099,METROPOLITAN HS - BRONX,OTHER,381735
X100,P.S. 100 - BRONX,OTHER,74750
X101,I.S. 101 - BRONX,OTHER,299756
X101,I.S. 101 - BRONX,ROOF,7456600
X101,P.S. 304 - BRONX,OTHER,7615893
X101,X010 SPED - BRONX,OTHER,100000
X102,P.S. 102 - BRONX,FLOOD,4763524
X102,P.S. 536 - BRONX,OTHER,112000
X103,P.S. 103 - BRONX,FLOOD,6915808
X104,P.S. 199 - BRONX,FLOOD,818979
X104,P.S. 199 - BRONX,OTHER,2826540
X105,P.S. 105 - BRONX,OTHER,8227366
X106,P.S. 106 - BRONX,OTHER,348121
X107,P.S. 107 - BRONX,OTHER,99402
X109,P.S. 109 - BRONX,OTHER,725095
X109,P.S. 109 - BRONX,ROOF,5206869
X110,M.S. 128 - BRONX,OTHER,239249
X110,P.S. 110 - BRONX,OTHER,110621
X111,P.S. 111 - BRONX,OTHER,952179
X112,P.S. 112 - BRONX,OTHER,7929545
X113,NORTH BRNX SCHL OF EMPOWERMENT,OTHER,2801485
X113,NORTH BRONX SCHOOL OF EMPOWERM,OTHER,278418
X113,SCHOOL OF DIPLOMACY,OTHER,2252206
X113,THE YOUNG SCHOLARS ACADEMY - B,OTHER,35000
X114,P.S. 114 - BRONX,OTHER,9719447
X115,I.S. 447 - BRONX,OTHER,327217
X115,I.S. 459 - BRONX,OTHER,674582
X115,I.S. 459 - BRONX,ROOF,2518072
X115,M.S. 363 - BRONX,OTHER,505404
X116,I.S. 217 - BRONX,OTHER,948000
X117,I.S. 117 - BRONX,OTHER,619674
X117,YOUNG WOMENS LEADERSHIP SCHL,OTHER,2891234
X118,I.S. 118 - BRONX,FLOOD,22160262
X118,I.S. 118 - BRONX,OTHER,1968000
X119,P.S. 119 - BRONX,FLOOD,698606
X119,P.S. 119 - BRONX,OTHER,10209548
X120,I.S. 301 - BRONX,OTHER,50962
X120,X188 SPED - BRONX,OTHER,88000
X120,X188 SPED - BRONX,ROOF,13443868
X121,P.S. 121 - BRONX,FLOOD,7254226
X121,P.S. 121 - BRONX,OTHER,293865
X122,P.S. 310 - BRONX,OTHER,225030
X123,I.S. 123 - BRONX,OTHER,542391
X125,I.S. 125 - BRONX,OTHER,2743550
X125,I.S. 562 - BRONX,OTHER,13855420
X125,P.S. 119 - BRONX,OTHER,204431
X125,UFT  - BRONX,OTHER,500
X126,P.S. 126 - BRONX,OTHER,454397
X127,I.S. 127 - BRONX,OTHER,1044068
X127,I.S. 127 - BRONX,ROOF,12476512
X129,I.S. 191,OTHER,8418
X129,I.S. 316 - BRONX,OTHER,440664
X130,P.S. 130 - BRONX,OTHER,220091
X131,I.S. 131 - BRONX,OTHER,1242057
X131,SOUNDVIEW ACADEMY FOR CULTURE,OTHER,230852
X132,P.S. 132 - BRONX,OTHER,459474
X134,P.S. 134 - BRONX,OTHER,2931961
X135,I.S. 326 - BRONX,OTHER,32000
X135,I.S. 556 - BRONX,OTHER,232350
X136,X186 SPED - BRONX,FLOOD,9302463
X136,X186 SPED - BRONX,OTHER,1509691
X137,I.S. 391 - BRONX,OTHER,644580
X137,M.S./H.S. 225 - BRONX,OTHER,259632
X137,M.S./H.S. 225 - BRONX,ROOF,2685793
X138,P.S. 138 - BRONX,OTHER,2089041
X139,I.S. 224 - BRONX,FLOOD,2831350
X139,I.S. 224 - BRONX,OTHER,999572
X139,I.S. 343 - BRONX,OTHER,991075
X139,INTERNATIONAL COMMUNITY HS - B,OTHER,186587
X140,P.S. 140 - BRONX,OTHER,104397
X141,M.S./H.S. 141 - BRONX,OTHER,652622
X141,M.S./H.S. 141 - BRONX,ROOF,10812264
X142,I.S. 529 - BRONX,OTHER,1571523
X143,I.S. 244 - BRONX,OTHER,8436873
X143,MARIE CURIE HS FOR NURSING - B,OTHER,183182
X144,I.S. 144 - BRONX,OTHER,100000
X145,I.S. 325 - BRONX,OTHER,229759
X145,I.S. 328 - BRONX,OTHER,666004
X145,SCHOOL BASED HEALTH CENTER - X,OTHER,14793
X146,P.S. 146 - BRONX,FLOOD,9508369
X147,I.S. 339 - BRONX,OTHER,1954176
X148,FREDERICK DOUGLASS ACADEMY III,OTHER,664010
X148,I.S. 215 - BRONX,OTHER,369000
X148,I.S. 219 - BRONX,OTHER,69292
X149,I.S. 221 - BRONX,OTHER,1401879
X149,I.S. 221 - BRONX,ROOF,3630772
X149,THE LABORATORY SCHL OF FINANCE,OTHER,840640
X150,P.S. 150 - BRONX,OTHER,565002
X151,I.S. 151 - BRONX,OTHER,3046734
X152,P.S. 152 - BRONX,OTHER,5297385
X153,P.S. 153 - BRONX,OTHER,2887678
X154,P.S. 154 - BRONX,OTHER,31810
X155,X754 SPED,OTHER,47000
X156,CONCOURSE VILLAGE ELEMEN SCHL,ROOF,12391611
X157,P.S. 157 - BRONX,OTHER,286995
X157,P.S. 157- BRONX,OTHER,487809
X157,P.S. 157- BRONX,ROOF,5293197
X158,I.S. 267 - BRONX,OTHER,299287
X158,M.S./H.S. 245 - BRONX,OTHER,8189
X160,P.S. 160 - BRONX,OTHER,2625978
X161,P.S. 161 - BRONX,OTHER,14274612
X162,I.S. 162 - BRONX,OTHER,136414
X166,BRONX EARLY COLLEGE ACADEMY,OTHER,8275
X166,GRANT AVENUE ELEMENTARY SCHOOL,OTHER,2039843
X167,P.S. 214 - BRONX,OTHER,2900646
X169,P.S. 169 - BRONX,OTHER,16518
X170,P.S. 170 - BRONX,OTHER,897117
X170,P.S. 170 - BRONX,ROOF,3625027
X177,P469 - THE BRONX SCHOOL FOR CO,OTHER,272936
X178,P.S. 178 - BRONX,OTHER,3676847
X178,X176 SPED - BRONX,OTHER,49623
X180,I.S. 180 - BRONX,OTHER,533465
X181,I.S. 181 - BRONX,OTHER,926471
X182,P.S. 182 - BRONX,FLOOD,17439
X182,P.S. 182 - BRONX,OTHER,19256895
X182,P.S. 182 - BRONX,ROOF,4107792
X184,I.S. 296 - BRONX,OTHER,284704
X184,I.S. 298 - BRONX,OTHER,100000
X184,JILL CHAIFETZ TRANSFER HS,OTHER,7617
X184,X017 SPED - BRONX,OTHER,107193
X189,P.S./I.S. 189 (@STEENWICK AVE),OTHER,284827
X192,BRONX DELTA SCHOOL,OTHER,49622
X192,I.S. 371 - BRONX,OTHER,2925897
X192,MOTT HALL COMMUNITY SCHOOL - B,OTHER,150000
X192,MOTT HALL COMMUNITY SCHOOL - X,OTHER,66536
X193,P.S. 211 - BRONX,OTHER,27700
X198,P.S. 212 - BRONX,OTHER,500000
X205,P.S. 205 - BRONX,OTHER,95694
X206,I.S. 206B - BRONX,OTHER,291000
X209,P.S. 209 - BRONX,FLOOD,2239572
X211,P.U.L.S.E. HS - BRONX,OTHER,67682
X234,P.S. 300 - BRONX,OTHER,29437
X235,P.S./I.S. 218 - BRONX,OTHER,734242
X240,P.S. 555 - BRONX,OTHER,109456
X254,I.S. 254 - BRONX,OTHER,503227
X279,P.S. 279 - BRONX,OTHER,486483
X279,P.S. 279 - BRONX,ROOF,2518700
X283,JONAS BRONCK ACADEMY - BRONX,OTHER,21706198
X292,YOUNG VOICES ACADEMY OF THE BR,OTHER,50000
X306,I.S. 331 - BRONX,OTHER,502708
X306,P.S. 306 - BRONX,FLOOD,13138513
X306,P.S. 306 - BRONX,OTHER,1118185
X311,THE STEAM BRIDGE SCHOOL - BRON,OTHER,100000
X320,P.S. @ 1570 BOONE AVENUE - X,NEW SCHOOL,74639897
X338,P.S. 204 - BRONX,OTHER,128436
X340,P.S. 340 - BRONX,OTHER,40000
X347,P.S. 33 ANNEX - BRONX,NEW SCHOOL,50140420
X356,LEARNING THROUGH PLAY PRE-K,OTHER,97000
X358,CROTONA ACADEMY HIGH SCHOOL,OTHER,95000
X360,P.S. 360 - BRONX,OTHER,100000
X362,ACADEMY FOR SCHOLARSHIP AND EN,OTHER,200000
X362,SPORTS PROFESSIONS HS - BRONX,OTHER,98999
X392,M.S./H.S. 269 - BRONX,OTHER,140000
X400,BRONX INTERNATIONAL - BRONX,FLOOD,40293621
X400,BRONX INTERNATIONAL - BRONX,OTHER,1005096
X400,MORRIS COLLAB HS TECH & HUMAN,OTHER,1477720
X401,ARTURO A. SCHOMBERG SATELLITE,OTHER,12284
X401,PATHWAYS TO GRADUATION - CITYW,OTHER,40000
X410,BRONX EXPEDITIONARY LEARNG HS,OTHER,1162702
X410,DREAMYARD PREPARATORY SCHOOL,OTHER,100000
X410,HS OF BUSINESS - BRONX,OTHER,2628086
X410,HS OF BUSINESS - BRONX,ROOF,35967263
X410,NEW DIRECTIONS SECONDARY SCHOO,OTHER,49571
X411,HS OF BUSINESS - BRONX,OTHER,5052431
X415,ASTOR COLLEGIATE HS - BRONX,OTHER,100000
X415,BRONXDALE HIGH SCHOOL - BRONX,OTHER,104309
X415,COLLEGIATE INST FOR MATH & SCI,OTHER,2712457
X415,PELHAM HIGH SCHOOL FOR LANGUAG,OTHER,104309
X415,PELHAM PREP HS - BRONX,OTHER,100000
X420,MONROE ACAD FOR VISUAL ARTS,FLOOD,17112791
X420,MONROE ACAD FOR VISUAL ARTS,OTHER,11277032
X420,MONROE ACAD FOR VISUAL ARTS -,OTHER,490662
X420,THE METROPOLITAN SOUNDVIEW HIG,OTHER,5372
X420,THE URBAN ASSEMBLY CHARTER SCH,OTHER,75000
X420,WORLD CULTURES HS - X,OTHER,919856
X423,I.S. 242 - BRONX,OTHER,183367
X423,THE CINEMA SCHOOL - BRONX,OTHER,41789
X425,BRONX AEROSPACE HS - BRONX,OTHER,99670
X425,BRONX LAB SCHOOL - BRONX,OTHER,58556
X425,HS FOR CONTEMPORARY ARTS - X,OTHER,138268
X425,HS FOR WRITING & COMM ARTS - X,OTHER,940220
X425,HS OF COMPUTERS & TECHNOLOGY,OTHER,5534918
X426,HS OF COMPUTERS & TECHNOLOGY,OTHER,6986422
X430,CELIA CRUZ HS OF MUSIC - BRONX,OTHER,614438
X430,DISCOVERY HS - BRONX,OTHER,69297
X430,HS OF TEACHING & PROFESSIONS -,OTHER,90000
X430,M.S./H.S. 342 - BRONX,OTHER,4515506
X435,FORDHAM HS FOR THE ARTS - BRON,OTHER,148334
X435,FORDHAM HS FOR THE ARTS - X,OTHER,2609325
X435,I.S. 243 - BRONX,OTHER,66000
X435,KAPPA - BRONX,OTHER,20019
X440,DEWITT CLINTON HS - X,FLOOD,32224054
X440,DEWITT CLINTON HS - X,OTHER,10456495
X445,BRONX HS OF SCIENCE - X,OTHER,2972646
X448,P.S. 340 ANNEX - BRONX,NEW SCHOOL,51920140
X448,P.S. 340 ANNEX - BRONX,OTHER,2132164
X449,P.S. 6 - BRONX,OTHER,9564503
X450,ANTONIA PANTOJA PREP ACADEMY -,OTHER,74434
X450,BRONX COMMUNITY HIGH SCHOOL,OTHER,744774
X450,BRONX COMPASS HIGH SCHOOL - BR,OTHER,3308
X450,GATEWAY SCH FOR RES & TECH - X,OTHER,158606
X450,GOTHAM COLLABORATIVE HIGH SCHO,OTHER,110000
X450,MILLENIUM ART ACADEMY - BRONX,OTHER,5150066
X451,X000 - BRONX,OTHER,66578
X455,HARRY S. TRUMAN HS - X,OTHER,1053994
X456,HARRY S. TRUMAN HS - X,OTHER,9267647
X460,"BRONX SCHOOL FOR LAW, GOVERNME",OTHER,39676
X465,EAGLE ACADEMY FOR YOUNG MEN -,OTHER,200000
X469,X000 - BRONX,ROOF,960000
X470,UNIVERSITY HEIGHTS HS - BRONX,OTHER,4241668
X471,UNIVERSITY HEIGHTS HS - BRONX,OTHER,9888882
X472,P.S. 246 - BRONX,OTHER,9231215
X478,P.S. 65 - BRONX,OTHER,10628915
X481,P.S. 205 - BRONX,OTHER,8099394
X482,BRONX HS FOR THE VISUAL ARTS,OTHER,24130000
X484,3K CENTER @ WEST FARMS ROAD,OTHER,11377801
X498,P.S. / I.S. 498 - BRONX,OTHER,65237
X498,P.S. / I.S. 498 - BRONX,ROOF,26902
X600,ALFRED E. SMITH HS - X,OTHER,12242527
X650,JANE ADDAMS VOC HS - X,OTHER,50000
X650,SCHL FOR TOURISM AND HOSPITALY,OTHER,4342438
X650,SCHOOL FOR TOURISM AND HOSPITA,OTHER,24249
X655,HERO HIGH HS,OTHER,2288441
X655,MOTT HAVEN COMMUNITY HIGH SCHO,OTHER,70000
X655,SAMUEL GOMPERS VOC HS - X,FLOOD,4415767
X660,CROTONA INTERNATIONAL HIGH SCH,OTHER,62000
X660,HIGH SCHOOL FOR ENERGY AND TEC,OTHER,110040
X660,HS FOR ENERGY AND TECH - X,OTHER,445031
X701,X723 SPED - BRONX,OTHER,425000
X730,BX CHARTER SCH FOR THE ARTS -,OTHER,205000
X778,BRONX HS FOR THE VISUAL ARTS -,OTHER,100000
X790,BRONX LEADERSHIP ACADEMY II HS,OTHER,153871
X790,NEW EXPLORERS HIGH SCHOOL - BR,OTHER,124058
X807,DOE ADMINISTRATIVE OFFICE - X,OTHER,2281085
X817,X010 SPED - BRONX,OTHER,61524
X819,P.S. 207 - BRONX,OTHER,827346
X826,P.S. 226 - BRONX,OTHER,145382
X834,X352 SPED - BRONX,OTHER,1389172
X842,P.S. 344 - BRONX,OTHER,731611
X843,P.S. 246 - BRONX,FLOOD,16149825
X843,P.S. 246 - BRONX,OTHER,794858
X859,P.S. 315 - BRONX,OTHER,30175
X862,MOTT HALL CHARTER SCHOOL,OTHER,145875
X884,COMM HS FOR SOCIAL JUSTICE - X,OTHER,74429
X884,HEALTH OPPORTUNITIES (HS LVL),OTHER,250000
X886,P.S. 307 - BRONX,OTHER,159000
X953,CONTINUING EDUCATION PROGRAM,OTHER,40000
X953,CONTINUING EDUCATION PROGRAM -,OTHER,185000
X970,MOTT HALL BRONX HS - BRONX,OTHER,17625
X970,VALIDUS PREPRATORY ACADEMY -X,OTHER,149500
X973,E BRONX ACADMY FOR THE FUTURE,OTHER,248354
XA21,X000 - BRONX,OTHER,70000
XABC,FAMILY LIFE ACADEMY CHARTER SC,OTHER,50000
XAEE,X000 - BRONX,OTHER,35000
XATI,LEGACY COLLEGE PREPARATORY - B,OTHER,50000