BLD_CODE,LAT,LON,FLOOD_2020,FLOOD_2050,Sum of TOT_ENRO,NEW SCHOOLS,OTHER,FLOOD,PENETRATION,ROOF,SANDY,MIT_BUDGET,TOT_BUDGET
K364,40.646211,-73.881115,0,0,329,0,465200,0,0,0,0,0,465200
K366,40.647396,-73.891743,1,1,399,0,484508,0,0,0,0,0,484508
K369,40.687432,-73.983312,0,0,534,0,843576,5128776,0,0,0,5128776,5972352
K370,40.577709,-73.969872,1,1,249,0,809460,0,0,0,0,0,809460
K371,40.654306,-74.005168,0,0,250,0,748398,0,0,0,0,0,748398
K376,40.69805,-73.920187,0,0,528,0,730618,0,0,0,0,0,730618
K377,40.693542,-73.915159,0,0,695,0,1106711,0,0,0,0,0,1106711
K380,40.70179,-73.953702,0,1,570,0,496365,0,0,0,0,0,496365
K383,40.697898,-73.919088,0,0,1827,0,621377,0,0,0,0,0,621377
K384,40.689883,-73.904695,0,0,505,0,904206,0,0,0,0,0,904206
K390,40.67229,-73.937601,0,0,1167,0,8546762,0,0,0,0,0,8546762
K391,40.662092,-73.936313,0,0,1551,0,421395,0,0,0,0,0,421395
K395,40.635842,-73.933099,0,0,582,0,1169269,0,0,4294276,0,4294276,5463545
K396,40.668232,-73.911788,0,0,425,0,2968414,0,0,0,0,0,2968414
K397,40.658663,-73.946358,0,0,187,0,326000,0,0,0,0,0,326000
K398,40.663388,-73.927979,0,0,603,0,2189045,0,0,0,0,0,2189045
K399,40.648277,-73.951664,0,0,330,0,5821709,0,0,0,0,0,5821709
K400,40.593028,-73.986313,1,1,1921,0,3855718,0,0,8780125,0,8780125,12635843
K405,40.632829,-73.952356,0,0,4156,0,2298495,0,0,0,0,0,2298495
K410,40.582627,-73.968733,1,1,1904,0,858443,0,0,0,0,0,858443
K415,40.647728,-73.922212,0,0,1235,0,3270500,24491400,0,4124621,0,28616021,31886521
K420,40.693002,-73.869305,0,0,1759,0,8176153,40778781,0,1028,0,40779809,48955962
K422,40.657266,-73.874064,0,0,1079,0,276018,0,0,0,0,0,276018
K425,40.610499,-73.947661,0,0,3797,0,11606207,0,0,0,0,0,11606207
K430,40.688896,-73.976435,0,0,5937,0,62533468,0,0,25056901,0,25056901,87590369
K435,40.666868,-73.895122,0,0,1175,0,6540146,0,0,16305,0,16305,6556451
K437,40.647598,-73.973363,0,0,345,0,35000,0,0,0,0,0,35000
K440,40.669805,-73.960689,0,0,1259,0,1580952,25171964,0,0,0,25171964,26752916
K445,40.613041,-74.002308,0,0,3427,0,360077,0,11937780,0,0,11937780,12297857
K450,40.711134,-73.938921,0,0,1809,0,1823578,0,0,62595917,0,62595917,64419495
K455,40.678478,-73.931604,0,0,983,0,5830774,0,0,0,0,0,5830774
K458,40.684654,-73.947873,0,0,504,0,11516102,0,0,11520145,0,11520145,23036247
K460,40.669255,-73.97858,0,0,2069,0,10531073,0,0,0,0,0,10531073
K465,40.649602,-73.957173,0,0,1896,0,8274527,0,0,5671694,0,5671694,13946221
K470,40.658671,-73.943839,0,0,1229,0,1974510,0,0,0,0,0,1974510
K480,40.696457,-73.911751,0,0,1081,0,9327341,0,0,21485796,0,21485796,30813137
K485,40.636721,-74.023419,0,0,1235,0,10855712,0,0,0,0,0,10855712
K486,40.627929,-74.003883,0,0,953,0,1359004,0,0,0,0,0,1359004
K490,40.626827,-74.038103,0,0,4559,0,11270215,25844225,0,0,0,25844225,37114440
K495,40.593157,-73.936635,1,1,1248,0,1260897,0,0,0,0,0,1260897
K500,40.640543,-73.898601,0,0,964,0,564893,10729817,0,0,0,10729817,11294710
K505,40.621299,-73.982583,0,0,3214,0,642626,0,0,0,0,0,642626
K515,40.634451,-73.916927,0,1,1402,0,15838092,0,0,0,0,0,15838092
K520,40.690007,-73.989369,0,0,184,0,0,0,0,0,0,0,0
K525,40.619671,-73.959141,0,0,3693,0,3527508,0,0,0,0,0,3527508
K535,40.578356,-73.934449,1,1,1057,0,601985,0,0,0,0,0,601985
K540,40.58807,-73.981925,0,1,2203,0,7480842,0,0,28968310,0,28968310,36449152
K554,40.697378,-73.913172,0,0,430,0,0,0,0,0,0,0,0
K564,40.655583,-74.004342,0,0,1216,0,923372,0,0,0,0,0,923372
K580,40.695444,-73.986105,0,0,1202,0,1029847,0,0,0,0,0,1029847
K590,40.66679,-73.951823,0,0,1332,0,635000,0,0,0,0,0,635000
K600,40.669805,-73.960689,0,0,1200,0,306681,0,0,0,0,0,306681
K610,40.721448,-73.953328,0,1,329,0,1538554,33463411,0,0,0,33463411,35001965
K611,40.702952,-73.992076,1,1,277,0,345400,0,0,0,0,0,345400
K615,40.67878,-73.875328,0,0,676,0,507293,0,0,0,0,0,507293
K620,40.583263,-73.963764,1,1,412,0,4495286,0,0,0,0,0,4495286
K625,40.675905,-73.939282,0,0,882,0,1001463,13423264,0,0,0,13423264,14424727
K650,40.715561,-73.954815,1,1,1789,0,351137,11596941,0,0,0,11596941,11948078
K655,40.683951,-73.980266,0,0,1484,0,2003718,0,0,0,0,0,2003718
K660,40.673766,-73.895976,0,0,872,0,13233637,25924,0,0,0,25924,13259561
K677,40.695975,-73.919653,0,0,345,0,12100,0,0,0,0,0,12100
K682,40.643018,-74.004306,0,0,38,0,9873085,0,0,0,0,0,9873085
K721,40.60498,-73.995084,0,0,929,0,119362,0,0,5523805,0,5523805,5643167
K722,40.58807,-73.981925,0,1,480,0,2812345,0,0,0,0,0,2812345
K728,40.576976,-73.985413,1,1,245,0,2101985,0,0,0,0,0,2101985
K735,40.644927,-73.962743,0,0,312,0,264229,0,0,0,0,0,264229
K763,40.671145,-73.987602,0,0,345,0,273347,0,0,0,0,0,273347
K778,40.70554,-73.955741,0,0,224,0,0,0,0,5791775,0,5791775,5791775
K781,40.642619,-73.992151,0,0,226,0,199576,0,0,0,0,0,199576
K783,40.683446,-73.925851,0,0,768,0,0,0,0,0,0,0,0
K784,40.682422,-73.965928,0,0,804,0,0,0,0,0,0,0,0
K798,40.686534,-73.878353,0,0,586,0,208842,0,0,0,0,0,208842
K804,40.684869,-73.990884,0,0,582,0,397700,0,0,0,0,0,397700
K805,40.69733,-73.984528,0,0,1137,0,202295,0,0,0,0,0,202295
K806,40.686147,-73.979829,0,0,226,0,341063,0,0,0,0,0,341063
K807,40.606739,-74.007469,0,0,599,0,683032,0,0,0,0,0,683032
K814,40.677707,-73.886712,0,0,469,0,0,0,0,0,0,0,0
K824,40.669561,-73.955188,0,0,237,0,102000,0,0,0,0,0,102000
K825,40.677968,-74.014363,1,1,181,0,184716,0,0,0,0,0,184716
K834,40.676198,-73.9855,0,0,207,0,1819709,0,0,0,0,0,1819709
K843,40.656599,-73.888024,0,0,323,0,100000,0,0,0,0,0,100000
K845,40.660805,-73.988743,0,0,1011,0,394417,11297761,0,0,0,11297761,11692178
K849,40.632145,-73.97318,0,0,587,0,50000,0,0,0,0,0,50000
K852,40.628417,-73.92825,0,0,170,0,464107,0,0,0,0,0,464107
K857,40.660465,-73.887195,0,0,387,0,0,0,0,0,0,0,0
K860,40.659914,-73.920658,0,0,196,0,1689081,0,0,0,0,0,1689081
K865,40.695436,-73.927349,0,0,302,0,14019639,0,0,0,0,0,14019639
K874,40.676357,-73.970315,0,0,204,0,1332738,0,0,0,0,0,1332738
K884,40.64879,-73.957501,0,0,338,0,0,0,0,0,0,0,0
K894,40.677528,-73.904143,0,0,186,0,0,0,0,0,0,0,0
K902,40.678809,-73.976648,0,0,437,0,704994,0,0,0,0,0,704994
K907,40.666251,-73.923881,0,0,119,0,0,0,0,0,0,0,0
K909,40.678591,-73.961636,0,0,328,0,385400,0,0,0,0,0,385400
K913,40.694723,-73.929315,0,0,479,0,278304,0,0,0,0,0,278304
K914,40.695389,-73.968759,0,0,810,0,318313,0,0,0,0,0,318313
K917,40.649055,-73.972312,0,0,660,0,1024678,0,0,0,0,0,1024678
K971,40.639518,-74.020343,0,0,343,0,99236,0,0,0,0,0,99236
K987,40.688399,-73.920603,0,0,589,0,35000,0,0,0,0,0,35000
K990,40.675936,-74.003372,1,1,481,0,0,0,0,0,0,0,0
K994,40.685486,-73.953692,0,0,363,0,300000,0,0,0,0,0,300000
KAEX,40.689574,-73.950714,0,0,300,0,0,0,0,0,0,0,0
KAGD,40.643834,-73.900432,0,0,856,0,0,0,0,0,0,0,0
KAGI,40.647893,-73.97872,0,0,773,0,104713,0,0,0,0,0,104713
KAIX,40.665264,-73.910292,0,0,114,0,104000,0,0,0,0,0,104000
KAJP,40.693748,-73.90892,0,0,892,0,0,0,0,0,0,0,0
KAJS,40.669356,-73.867138,0,0,696,0,0,0,0,0,0,0,0
KAJY,40.638957,-73.948982,0,0,548,0,0,0,0,0,0,0,0
KAKB,40.694676,-73.937717,0,0,699,0,485000,0,0,0,0,0,485000
KAKM,40.660077,-73.883469,0,0,223,0,0,0,0,0,0,0,0
KAKO,40.632149,-73.969887,0,0,619,0,0,0,0,0,0,0,0
KAKT,40.681183,-73.867071,0,0,122,0,0,0,0,0,0,0,0
KAMH,40.65787,-73.888775,0,0,106,0,0,0,0,0,0,0,0
KAQX,40.689569,-73.925087,0,0,618,0,0,0,0,0,0,0,0
KAWR,40.662985,-73.992254,0,0,498,0,0,0,0,0,0,0,0
KBBA,40.68291,-73.990292,0,0,238,0,0,0,0,0,0,0,0
KBEQ,40.681102,-73.956832,0,0,698,0,0,0,0,0,0,0,0
KBGH,40.661945,-73.92044,0,0,1538,0,0,0,0,0,0,0,0
KBNU,40.656202,-73.982624,0,0,283,0,105000,0,0,0,0,0,105000
KBVT,40.668608,-73.918123,0,0,1043,0,0,0,0,0,0,0,0
KBXV,40.65452,-73.908341,0,0,255,0,0,0,0,0,0,0,0
KBYQ,40.703703,-73.935969,0,0,934,0,0,0,0,0,0,0,0
KBZT,40.612258,-73.914312,1,1,710,0,589830,0,0,0,0,0,589830
KCKX,40.697262,-73.986016,0,0,709,0,0,0,0,0,0,0,0
KCQF,40.692434,-73.986867,0,0,343,0,0,0,0,0,0,0,0
KCSH,40.697067,-73.987392,0,0,49,0,0,0,0,0,0,0,0
KCTL,40.600808,-73.986345,0,0,231,0,0,0,0,0,0,0,0
L001,40.821278,-73.488094,0,0,520,0,189986,0,0,0,0,0,189986
M001,40.71255,-73.997478,0,0,295,0,81396,18419894,0,0,0,18419894,18501290
M002,40.712907,-73.991523,0,0,483,0,85000,0,0,0,0,0,85000
M003,40.732603,-74.005949,0,0,731,0,459262,0,0,0,0,0,459262
M004,40.834877,-73.941594,0,0,498,0,1252305,0,0,0,0,0,1252305
M005,40.857633,-73.922277,0,0,552,0,946682,0,0,0,0,0,946682
M006,40.777737,-73.960427,0,0,671,0,512545,0,0,0,0,0,512545
M007,40.800616,-73.939374,0,0,407,0,49286,0,0,0,0,0,49286
M008,40.839235,-73.936614,0,0,495,0,459723,0,0,0,0,0,459723
M009,40.785234,-73.974256,0,0,852,0,972361,0,0,0,0,0,972361
M010,40.823988,-73.935746,1,1,1257,0,1232983,0,0,0,0,0,1232983
M011,40.744186,-74.000743,0,0,888,0,29376391,0,0,0,0,0,29376391
M013,40.793649,-73.948488,1,1,1174,0,628199,0,0,0,0,0,628199
M015,40.722075,-73.978747,0,1,174,0,359855,0,0,0,0,0,359855
M017,40.761327,-73.988665,0,0,921,0,480442,11434443,0,0,0,11434443,11914885
M019,40.730009,-73.984496,0,0,249,0,209563,0,0,4265188,0,4265188,4474751
M020,40.721305,-73.986312,0,0,481,0,208945,0,0,0,0,0,208945
M022,40.719416,-73.979581,1,1,1754,0,469401,0,0,0,0,0,469401
M025,40.72004,-73.986038,0,0,920,0,1805097,9320563,0,0,0,9320563,11125660
M028,40.83163,-73.942023,0,0,597,0,11519773,0,0,0,0,0,11519773
M030,40.805653,-73.935461,0,1,1568,0,804823,0,0,5007064,0,5007064,5811887
M033,40.749014,-74.000238,0,0,632,0,1219989,0,0,0,0,0,1219989
M034,40.726008,-73.975058,1,1,305,0,100000,0,0,0,0,0,100000
M036,40.810705,-73.957409,0,0,355,0,3067776,0,0,0,0,0,3067776
M040,40.735328,-73.981536,0,0,1102,0,760508,0,0,0,0,0,760508
M041,40.73545,-73.999094,0,0,694,0,709003,0,0,0,0,0,709003
M042,40.716126,-73.990826,0,0,574,0,331239,0,0,0,0,0,331239
M043,40.815747,-73.95552,0,0,512,0,830329,0,0,13276406,0,13276406,14106735
M044,40.780536,-73.977602,0,0,1145,0,735790,0,0,0,0,0,735790
M045,40.799265,-73.93374,1,1,958,0,171169,0,0,0,0,0,171169
M046,40.8304,-73.9363,0,1,630,0,374650,0,0,0,0,0,374650
M047,40.738374,-73.981329,0,0,389,0,539461,0,0,0,0,0,539461
M048,40.853193,-73.933629,0,0,478,0,1261740,0,0,0,0,0,1261740
M050,40.785559,-73.940919,1,1,522,0,1248262,0,0,18049678,0,18049678,19297940
M052,40.865556,-73.925464,0,0,857,0,926567,3560375,0,0,0,3560375,4486942
M054,40.8007,-73.96327,0,0,867,0,11425272,0,0,0,0,0,11425272
M056,40.713362,-73.986051,0,0,589,0,703059,0,0,5210525,0,5210525,5913584
M057,40.797205,-73.941598,0,0,805,0,5805269,0,0,0,0,0,5805269
M058,40.764129,-73.985899,0,0,317,0,647302,0,0,0,0,0,647302
M060,40.729152,-73.982472,0,0,680,0,13871325,0,0,0,0,0,13871325
M061,40.727537,-73.978254,1,1,653,0,484215,0,0,0,0,0,484215
M063,40.72444,-73.986214,0,0,536,0,1697817,0,0,0,0,0,1697817
M064,40.72313,-73.981597,0,0,935,0,1555020,0,0,0,0,0,1555020
M066,40.777948,-73.947287,0,0,486,0,99518,0,0,2075560,0,2075560,2175078
M070,40.742512,-74.002222,0,0,1483,0,1403936,0,0,0,0,0,1403936
M072,40.791444,-73.94745,1,1,646,0,647635,0,0,0,0,0,647635
M075,40.795109,-73.973996,0,0,710,0,10567285,0,0,0,0,0,10567285
M076,40.806534,-73.951451,0,0,443,0,0,0,0,0,0,0,0
M079,40.802547,-73.942009,0,0,266,0,462221,0,0,0,0,0,462221
M083,40.793363,-73.941955,1,1,728,0,11912604,0,0,0,0,0,11912604
M084,40.789479,-73.968419,0,0,663,0,798840,0,0,2672693,0,2672693,3471533
M087,40.78171,-73.97802,0,0,898,0,11594500,0,0,10511867,0,10511867,22106367
M088,40.80261,-73.954152,0,0,675,0,998886,0,0,0,0,0,998886
M089,40.71701,-74.013967,1,1,740,0,442657,0,0,0,0,0,442657
M090,40.839139,-73.935815,0,0,1777,0,156547,0,0,0,0,0,156547
M092,40.814917,-73.945838,0,0,560,0,5994032,0,0,0,0,0,5994032
M093,40.830004,-73.944666,0,0,425,0,428113,0,0,0,0,0,428113
M096,40.79969,-73.937179,0,0,394,0,427651,0,0,0,0,0,427651
M097,40.718276,-73.976093,1,1,615,0,458289,0,0,0,0,0,458289
M098,40.867741,-73.917814,0,0,418,0,768151,11177669,0,0,0,11177669,11945820
M099,40.785107,-73.942154,1,1,1737,0,12877,0,0,0,0,0,12877
M101,40.796098,-73.944546,0,0,313,0,236211,0,0,0,0,0,236211
M102,40.795,-73.938418,1,1,265,0,60000,15175291,0,106851,0,15282142,15342142
M104,40.735879,-73.981034,0,1,1116,0,1073372,0,0,0,0,0,1073372
M107,40.791966,-73.946879,0,1,313,0,364439,0,0,0,0,0,364439
M108,40.795032,-73.947855,0,1,470,0,10478992,0,0,0,0,0,10478992
M110,40.7162,-73.9798,1,1,372,0,184945,0,0,0,0,0,184945
M111,40.76588,-73.989776,0,0,413,0,376165,0,0,8444303,0,8444303,8820468
M112,40.796889,-73.930528,1,1,319,0,9648,0,0,0,0,0,9648
M113,40.801573,-73.955583,0,0,1032,0,0,2011067,0,0,0,2011067,2011067
M114,40.780452,-73.947379,0,0,451,0,35000,0,0,2165543,0,2165543,2200543
M115,40.846116,-73.93514,0,0,452,0,2427975,0,0,0,0,0,2427975
M116,40.744511,-73.977906,0,0,504,0,994939,0,0,0,0,0,994939
M117,40.792556,-73.942285,1,1,1170,0,1847743,0,0,0,0,0,1847743
M118,40.791395,-73.971011,0,0,1149,0,7179821,0,0,14395188,0,14395188,21575009
M121,40.788668,-73.944762,1,1,241,0,12741148,0,0,0,0,0,12741148
M123,40.820216,-73.944551,0,0,1224,0,631396,0,0,0,0,0,631396
M124,40.715097,-73.996017,0,0,675,0,147806,0,0,0,0,0,147806
M125,40.810793,-73.955722,0,0,2008,0,7436836,9356516,0,0,0,9356516,16793352
M126,40.710651,-73.99742,1,1,712,0,514766,0,0,30488381,0,30488381,31003147
M128,40.841032,-73.938701,0,0,807,0,11595239,0,0,0,0,0,11595239
M129,40.814914,-73.95202,0,0,406,0,83958,33403242,0,0,0,33403242,33487200
M130,40.71866,-73.998326,0,0,858,0,308630,0,0,0,0,0,308630
M131,40.716231,-73.993607,0,0,1288,0,829143,0,0,96930,0,96930,926073
M132,40.850561,-73.933964,0,0,659,0,10590563,0,0,0,0,0,10590563
M133,40.809665,-73.939178,0,0,225,0,610090,0,0,0,0,0,610090
M134,40.714248,-73.983854,0,0,281,0,0,0,0,25966399,0,25966399,25966399
M136,40.817228,-73.947151,0,0,662,0,1547350,0,0,0,0,0,1547350
M137,40.711125,-73.985438,0,0,678,0,2119856,0,0,0,0,0,2119856
M140,40.719148,-73.983769,0,0,385,0,266127,0,0,27689118,0,27689118,27955245
M142,40.718121,-73.984116,0,0,594,0,117907,0,0,0,0,0,117907
M143,40.849311,-73.930991,0,0,1111,0,2068258,0,0,0,0,0,2068258
M144,40.806055,-73.948385,0,0,503,0,6407253,3727819,0,0,0,3727819,10135072
M145,40.799098,-73.965611,0,0,604,0,7066456,0,0,0,0,0,7066456
M146,40.789535,-73.938727,1,1,383,0,53987,0,0,0,0,0,53987
M149,40.802649,-73.948088,0,0,1208,0,45535,0,0,0,0,0,45535
M152,40.859804,-73.927578,0,0,563,0,3956359,0,0,0,0,0,3956359
M153,40.826514,-73.947599,0,0,689,0,733850,0,0,0,0,0,733850
M154,40.810499,-73.948902,0,0,939,0,0,0,0,0,0,0,0
M155,40.797507,-73.935895,1,1,416,0,321616,0,0,0,0,0,321616
M158,40.770215,-73.950745,0,0,1026,0,3870701,0,0,0,0,0,3870701
M161,40.817719,-73.952476,0,0,806,0,163931,0,0,0,0,0,163931
M163,40.795163,-73.96847,0,0,551,0,4241728,0,0,0,0,0,4241728
M164,40.836982,-73.937263,0,0,349,0,499958,0,0,0,0,0,499958
M165,40.802653,-73.965949,0,0,854,0,594608,0,0,24051544,0,24051544,24646152
M166,40.788925,-73.972557,0,0,638,0,930284,0,0,12808988,0,12808988,13739272
M167,40.771541,-73.957827,0,0,1379,0,1515623,0,0,0,0,0,1515623
M169,40.780798,-73.955594,0,0,356,0,917543,3292865,0,0,0,3292865,4210408
M170,40.790932,-73.943904,1,1,520,0,608000,0,0,0,0,0,608000
M171,40.792302,-73.951425,0,0,773,0,9469420,17758493,0,0,0,17758493,27227913
M173,40.845459,-73.939785,0,0,612,0,1050173,10781515,0,0,0,10781515,11831688
M175,40.814388,-73.942706,0,0,347,0,767401,0,0,0,0,0,767401
M176,40.866381,-73.923818,0,0,700,0,221895,0,0,0,0,0,221895
M178,40.85924,-73.928301,0,0,284,0,493955,0,0,0,0,0,493955
M180,40.80757,-73.955861,0,0,512,0,100000,0,0,0,0,0,100000
M183,40.763804,-73.957731,0,0,554,0,6541534,15001814,0,0,0,15001814,21543348
M185,40.798461,-73.950146,0,0,364,0,242566,0,0,0,0,0,242566
M187,40.856239,-73.93684,0,0,775,0,0,0,0,4228934,0,4228934,4228934
M188,40.719888,-73.97738,1,1,1054,0,156225,0,0,0,0,0,156225
M189,40.853045,-73.928048,0,0,743,0,352756,12957619,0,0,0,12957619,13310375
M190,40.775181,-73.952777,0,0,595,0,483629,6396653,0,1867239,0,8263892,8747521
M191,40.771603,-73.987515,0,0,376,0,1019066,0,0,0,0,0,1019066
M192,40.82051,-73.952023,0,0,685,0,723594,0,0,0,0,0,723594
M194,40.821208,-73.941111,0,0,1079,0,288314,4289972,0,0,0,4289972,4578286
M195,40.819793,-73.956814,0,0,1261,0,291050,0,0,2115329,0,2115329,2406379
M197,40.813532,-73.938347,0,0,1013,0,51302,0,0,0,0,0,51302
M198,40.785018,-73.95042,0,0,848,0,1777693,0,0,9775526,0,9775526,11553219
M199,40.777603,-73.984423,0,0,822,0,1760534,0,0,0,0,0,1760534
M200,40.823988,-73.935746,1,1,384,0,330236,0,0,0,0,0,330236
M202,40.802096,-73.951357,0,0,220,0,0,0,0,0,0,0,0
M206,40.796889,-73.930528,1,1,477,0,247666,0,0,0,0,0,247666
M207,40.802649,-73.948088,0,0,235,0,424158,0,0,0,0,0,424158
M208,40.798461,-73.950146,0,0,429,0,0,0,0,0,0,0,0
M218,40.860951,-73.930082,0,0,1008,0,12040400,0,0,0,0,0,12040400
M223,40.816626,-73.951292,0,0,300,0,246992,0,0,0,0,0,246992
M234,40.71953,-74.01088,0,0,638,0,1902139,0,0,0,0,0,1902139
M263,40.865575,-73.921631,0,0,589,0,36000,0,0,0,0,0,36000
M267,40.763883,-73.963861,0,0,414,0,410669,0,0,3304843,0,3304843,3715512
M271,40.753598,-73.956435,1,1,617,0,293289,0,0,2034189,0,2034189,2327478
M276,40.706384,-74.017456,1,1,1262,0,204549,0,0,0,0,0,204549
M281,40.744288,-73.972592,1,1,338,0,0,0,0,0,0,0,0
M282,40.705688,-74.013303,0,0,993,0,270000,0,0,0,0,0,270000
M323,40.731006,-74.007192,0,0,561,0,0,0,0,0,0,0,0
M338,40.761487,-73.995825,0,0,481,0,100000,0,0,0,0,0,100000
M340,40.739145,-73.995534,0,0,339,0,0,0,0,0,0,0,0
M342,40.7722,-73.990902,0,0,565,0,0,0,0,0,0,0,0
M343,40.708774,-74.002407,1,1,468,0,112000,0,0,0,0,0,112000
M371,40.825831,-73.937833,0,0,210,0,84233,0,0,0,0,0,84233
M387,40.85765,-73.935231,0,0,510,0,0,0,0,0,0,0,0
M389,40.816158,-73.95357,0,0,227,0,0,0,0,0,0,0,0
M435,40.794184,-73.932868,1,1,1890,0,595592,0,0,0,0,0,595592
M440,40.743407,-74.00254,0,0,2255,0,16562565,8251565,0,0,0,8251565,24814130
M445,40.717329,-73.989329,0,0,1781,0,1921357,0,0,0,0,0,1921357
M446,40.712269,-73.984128,0,0,483,0,46776,0,0,0,0,0,46776
M451,40.74182,-74.000238,0,0,422,0,755952,0,0,0,0,0,755952
M460,40.735361,-73.987064,0,0,2713,0,13784677,54608834,0,0,0,54608834,68393511
M465,40.856532,-73.92606,0,0,1727,0,14930777,37803019,0,0,0,37803019,52733796
M470,40.786134,-73.974483,0,0,2103,0,4990577,0,0,0,0,0,4990577
M475,40.732665,-73.98259,0,0,2609,0,341318,0,0,0,0,0,341318
M477,40.718025,-74.013921,0,1,3316,0,5794101,0,0,0,0,0,5794101
M480,40.765638,-73.959777,0,0,1729,0,3558579,0,0,0,0,0,3558579
M485,40.774202,-73.985976,0,0,2760,0,10542114,0,0,0,0,0,10542114
M486,40.757626,-73.98346,0,0,443,0,199703,5953123,0,0,0,5953123,6152826
M488,40.759248,-73.967204,0,0,2076,0,443810,0,0,0,0,0,443810
