BLD_CODE,LAT,LON,FLOOD_2020,FLOOD_2050,Sum of TOT_ENRO,NEW SCHOOLS,OTHER,FLOOD,PENETRATION,ROOF,SANDY,MIT_BUDGET,TOT_BUDGET
M490,40.774891,-73.985608,0,0,2110,0,1271740,0,0,15472041,0,15472041,16743781
M495,40.790191,-73.944092,1,1,389,0,347604,0,0,0,0,0,347604
M501,40.807019,-73.938714,0,0,1292,0,10299168,0,0,0,0,0,10299168
M506,40.797136,-73.966779,0,0,454,0,0,13507,0,4785528,0,4799035,4799035
M510,40.722415,-73.990468,0,0,381,0,1073676,10818577,0,0,0,10818577,11892253
M520,40.711441,-74.000851,0,0,1253,0,12757397,0,0,0,0,0,12757397
M528,40.850683,-73.934676,0,0,233,0,139695,0,0,0,0,0,139695
M535,40.765474,-73.9927,0,0,1961,0,63287924,0,0,0,0,0,63287924
M540,40.8185,-73.949929,0,0,1503,0,2684601,68411835,0,0,0,68411835,71096436
M600,40.745677,-73.996354,0,0,1577,0,401544,17324345,0,0,0,17324345,17725889
M615,40.72463,-74.005058,0,0,917,0,150924,0,0,0,0,0,150924
M620,40.74651,-73.98107,0,0,815,0,18388329,17706054,0,0,0,17706054,36094383
M625,40.763655,-73.990318,0,0,1744,0,14480495,0,0,10546098,0,10546098,25026593
M641,40.729052,-74.006155,0,0,800,0,12468128,0,0,0,0,0,12468128
M645,40.783286,-73.945933,1,1,425,0,3920075,0,0,0,0,0,3920075
M646,40.784112,-73.945647,1,1,101,0,0,0,0,0,0,0,0
M660,40.739121,-73.985323,0,0,749,0,130240,0,0,0,0,0,130240
M661,40.732699,-73.984333,0,0,711,0,924272,0,0,0,0,0,924272
M751,40.725892,-73.987791,0,0,234,0,599133,0,0,0,0,0,599133
M807,40.729661,-73.992343,0,0,63,0,0,0,0,0,0,0,0
M812,40.820208,-73.950354,0,0,491,0,99010,0,0,0,0,0,99010
M814,40.833695,-73.942074,0,0,713,0,35000,0,0,0,0,0,35000
M816,40.780652,-73.947856,0,0,431,0,200000,0,0,0,0,0,200000
M824,40.704697,-74.011202,1,1,681,0,95110,0,0,0,0,0,95110
M833,40.70927,-74.012328,0,0,741,0,161362,0,0,0,0,0,161362
M834,40.767848,-73.98861,0,0,1465,0,5236367,0,0,0,0,0,5236367
M837,40.772608,-73.988338,0,0,432,0,24346055,0,0,0,0,0,24346055
M838,40.81698,-73.934951,1,1,420,0,0,0,0,0,0,0,0
M840,40.71953,-74.01088,0,0,189,0,0,0,0,0,0,0,0
M841,40.78633,-73.979217,0,0,367,0,0,6725926,0,0,0,6725926,6725926
M855,40.770288,-73.953276,0,0,530,0,163053,0,0,0,0,0,163053
M868,40.736526,-73.992727,0,0,726,0,0,0,0,0,0,0,0
M873,40.741963,-73.991966,0,0,452,0,0,0,0,0,0,0,0
M874,40.741888,-73.985723,0,0,475,0,200000,0,0,0,0,0,200000
M876,40.8381,-73.9383,0,0,521,0,7051961,0,0,0,0,0,7051961
M877,40.689493,-74.018941,1,1,533,0,1450716,0,0,0,0,0,1450716
M883,40.736416,-73.995731,0,0,457,0,96802,0,0,0,0,0,96802
M894,40.708971,-74.012465,0,0,473,0,114483,0,0,0,0,0,114483
M895,40.792932,-73.947171,1,1,480,0,224424,0,0,0,0,0,224424
M896,40.756089,-73.984381,0,0,237,0,448785,0,0,0,0,0,448785
M898,40.871456,-73.911732,0,0,357,0,75000,0,0,0,0,0,75000
M905,40.738521,-73.989481,0,0,142,0,0,0,0,0,0,0,0
M908,40.811882,-73.947317,0,0,1144,0,0,0,0,0,0,0,0
M911,40.807692,-73.939974,0,0,216,0,100000,0,0,0,0,0,100000
M912,40.760858,-73.996262,0,0,1423,0,150000,0,0,0,0,0,150000
M916,40.812428,-73.953317,0,0,311,0,398424,0,0,0,0,0,398424
M918,40.871673,-73.912339,0,0,551,0,125000,0,0,0,0,0,125000
M920,40.747425,-73.990562,0,0,285,0,81644,0,0,0,0,0,81644
M932,40.775256,-73.982976,0,0,314,0,842333,0,0,0,0,0,842333
M933,40.753099,-73.997641,0,0,175,0,88515,0,0,0,0,0,88515
M965,40.856532,-73.92606,0,0,843,0,0,0,0,0,0,0,0
M970,40.815237,-73.944299,0,0,560,0,145615,0,0,0,0,0,145615
M971,40.711321,-74.005473,0,0,560,0,99249,0,0,0,0,0,99249
MADQ,40.793098,-73.951367,0,0,333,0,0,0,0,0,0,0,0
MADR,40.801547,-73.935335,0,1,956,0,0,0,0,0,0,0,0
MAEG,40.705605,-74.015837,1,1,503,0,122071,0,0,0,0,0,122071
MAHR,40.848864,-73.936073,0,0,301,0,0,0,0,0,0,0,0
MAIV,40.795404,-73.944449,1,1,283,0,0,0,0,0,0,0,0
MAKA,40.807556,-73.947067,0,0,584,0,0,0,0,0,0,0,0
MANN,40.82884,-73.945368,0,0,787,0,0,0,0,0,0,0,0
MAQE,40.804559,-73.952751,0,0,491,0,0,0,0,0,0,0,0
MAUD,40.719676,-73.991859,0,0,261,0,0,0,0,0,0,0,0
MAVC,40.807537,-73.954228,0,0,305,0,0,0,0,0,0,0,0
MAXH,40.853517,-73.932869,0,0,164,0,0,0,0,0,0,0,0
MAYS,40.814598,-73.945,0,0,1036,0,0,0,0,0,0,0,0
MBDF,40.723911,-74.004692,0,1,302,0,0,0,0,0,0,0,0
MBDK,40.868831,-73.920841,1,0,915,0,0,0,0,0,0,0,0
MBMC,40.79001,-73.942482,1,1,604,0,0,0,0,0,0,0,0
MBMF,40.789174,-73.945101,1,1,728,0,0,0,0,0,0,0,0
MBMO,40.758759,-73.996499,0,0,228,0,0,0,0,0,0,0,0
MBNS,40.705688,-74.013303,0,0,279,0,0,0,0,0,0,0,0
Q002,40.769798,-73.894108,0,0,564,0,48433819,0,0,0,0,0,48433819
Q003,40.725787,-73.844032,0,0,211,0,80879043,0,0,0,0,0,80879043
Q005,40.737405,-73.888133,0,0,1788,0,7518200,0,0,0,0,0,7518200
Q007,40.739644,-73.882446,0,0,1375,0,11730495,0,0,0,0,0,11730495
Q008,40.69691,-73.786403,0,0,1400,0,1884526,0,0,0,0,0,1884526
Q009,40.718234,-73.912458,0,0,652,0,2014149,12612626,0,0,0,12612626,14626775
Q010,40.760122,-73.911962,0,0,795,0,863765,0,0,0,0,0,863765
Q011,40.746127,-73.909032,0,0,964,0,280191,0,0,0,0,0,280191
Q012,40.742284,-73.893466,0,0,1157,0,313606,0,0,0,0,0,313606
Q013,40.737441,-73.867662,0,0,1515,0,627940,0,0,0,0,0,627940
Q014,40.74102,-73.85457,0,0,1574,0,927832,0,0,0,0,0,927832
Q015,40.68605,-73.756546,0,0,440,0,833113,0,0,0,0,0,833113
Q017,40.768034,-73.922544,0,0,1110,0,293296,0,0,0,0,0,293296
Q018,40.731853,-73.73229,0,0,590,0,120000,0,0,0,0,0,120000
Q019,40.7486,-73.866557,0,0,1889,0,280606,0,0,0,0,0,280606
Q020,40.758347,-73.824388,0,0,1213,0,6887366,7213757,0,0,0,7213757,14101123
Q021,40.774134,-73.818581,0,0,1346,0,316013,0,0,0,0,0,316013
Q022,40.761744,-73.811373,0,0,915,0,3778309,3319890,0,0,0,3319890,7098199
Q023,40.765624,-73.828279,0,0,357,0,544758,0,0,0,0,0,544758
Q024,40.751972,-73.8181,0,0,1046,0,556042,0,0,0,0,0,556042
Q025,40.764884,-73.789365,0,0,1635,0,2063035,0,0,0,0,0,2063035
Q026,40.735935,-73.777607,0,0,715,0,8460625,0,0,0,0,0,8460625
Q028,40.747017,-73.854268,0,0,473,0,300000,0,0,0,0,0,300000
Q029,40.778029,-73.842967,0,0,703,0,84730,1946285,0,0,0,1946285,2031015
Q030,40.679843,-73.774668,0,0,581,0,4889563,0,0,0,0,0,4889563
Q031,40.757701,-73.768994,0,0,539,0,17201978,0,0,0,0,0,17201978
Q032,40.765459,-73.794323,0,0,994,0,1638089,0,0,0,0,0,1638089
Q033,40.727172,-73.734102,0,0,952,0,1912016,0,0,0,0,0,1912016
Q034,40.710986,-73.737702,0,0,600,0,3561632,0,0,0,0,0,3561632
Q035,40.713438,-73.768894,0,0,674,0,1186385,0,0,0,0,0,1186385
Q036,40.691306,-73.764081,0,0,408,0,7193016,0,0,0,0,0,7193016
Q037,40.676201,-73.758778,0,0,421,0,8788732,17220853,0,0,0,17220853,26009585
Q038,40.67115,-73.733774,0,0,283,0,1184732,0,0,0,0,0,1184732
Q040,40.693559,-73.790975,0,0,596,0,182000,11130411,0,0,0,11130411,11312411
Q041,40.770155,-73.771225,0,0,464,0,56588268,0,0,0,0,0,56588268
Q042,40.594358,-73.794804,1,1,642,0,437986,0,0,0,21183887,21183887,21621873
Q043,40.59348,-73.761086,1,1,896,0,3730239,0,0,0,1862059,1862059,5592298
Q045,40.671871,-73.788866,0,0,319,0,372091,13409105,0,0,0,13409105,13781196
Q046,40.745744,-73.758042,0,0,559,0,73783916,0,0,0,0,0,73783916
Q047,40.606476,-73.821089,1,1,244,0,218816,0,0,3773462,0,3773462,3992278
Q049,40.719567,-73.875493,0,0,1204,0,397540,0,0,0,0,0,397540
Q050,40.694868,-73.806842,0,0,848,0,253000,0,0,0,0,0,253000
Q051,40.698286,-73.831532,0,0,245,0,49183,0,0,0,0,0,49183
Q052,40.661427,-73.767161,0,0,413,0,871481,0,0,0,0,0,871481
Q053,40.604019,-73.749891,0,0,1017,0,18937378,19168787,0,0,0,19168787,38106165
Q054,40.702656,-73.824629,0,0,536,0,673552,0,0,0,0,0,673552
Q055,40.69361,-73.816156,0,0,513,0,6822570,0,0,0,0,0,6822570
Q056,40.698989,-73.835735,0,0,358,0,1687677,0,0,0,0,0,1687677
Q058,40.728517,-73.890638,0,0,1024,0,1183037,0,0,0,0,0,1183037
Q059,40.681881,-73.752772,0,0,1238,0,1532101,0,0,0,0,0,1532101
Q060,40.691467,-73.852792,0,0,1177,0,100000,0,0,0,0,0,100000
Q061,40.741898,-73.862886,0,0,2251,0,184735,0,0,6513317,0,6513317,6698052
Q062,40.688359,-73.835567,0,0,911,0,553636,0,0,0,0,0,553636
Q063,40.676978,-73.846796,0,0,1213,0,5500,0,0,0,0,0,5500
Q064,40.681901,-73.856956,0,0,555,0,8043368,0,0,0,0,0,8043368
Q066,40.697941,-73.846135,0,0,492,0,36713930,0,0,0,0,0,36713930
Q067,40.762241,-73.734832,0,0,951,0,585008,2084811,0,0,0,2084811,2669819
Q068,40.696961,-73.897372,0,0,597,0,1740118,0,0,0,0,0,1740118
Q069,40.748804,-73.888457,0,0,1018,0,2697576,3649456,0,0,0,3649456,6347032
Q070,40.761762,-73.913964,0,0,859,0,159175,0,0,0,0,0,159175
Q071,40.711388,-73.904798,0,0,700,0,1810505,0,0,8585678,0,8585678,10396183
Q072,40.675014,-73.775643,0,0,671,0,3385112,0,0,0,0,0,3385112
Q073,40.728558,-73.893318,0,0,1971,0,15892324,0,0,0,0,0,15892324
Q074,40.744743,-73.766653,0,0,1158,0,352385,0,0,0,0,0,352385
Q075,40.698699,-73.904888,0,0,560,0,49621,10161288,0,0,0,10161288,10210909
Q076,40.760862,-73.94163,0,0,446,0,1128549,0,0,0,0,0,1128549
Q079,40.786201,-73.817338,0,0,1088,0,25551221,0,0,0,0,0,25551221
Q080,40.673483,-73.769119,0,0,472,0,1283050,0,0,0,0,0,1283050
Q081,40.703942,-73.911885,0,0,643,0,2237589,0,0,0,0,0,2237589
Q082,40.703897,-73.8122,0,0,653,0,459320,0,0,4549374,0,4549374,5008694
Q084,40.771154,-73.906117,0,0,285,0,756461,0,0,0,0,0,756461
Q085,40.773126,-73.915039,0,0,636,0,1391242,0,0,0,0,0,1391242
Q086,40.709461,-73.803001,0,0,854,0,1449762,0,0,0,0,0,1449762
Q087,40.711559,-73.871674,0,0,617,0,2589902,0,0,0,0,0,2589902
Q088,40.704105,-73.896437,0,0,862,0,2869834,0,0,0,0,0,2869834
Q089,40.745963,-73.879641,0,0,1810,0,1870150,0,0,0,0,0,1870150
Q090,40.696653,-73.839517,0,0,810,0,1424302,0,0,0,0,0,1424302
Q091,40.703503,-73.883995,0,0,737,0,974564,0,0,0,0,0,974564
Q093,40.705609,-73.903057,0,0,1124,0,633648,0,0,21290080,0,21290080,21923728
Q094,40.771258,-73.738703,0,0,310,0,605595,0,0,0,0,0,605595
Q095,40.711295,-73.783283,0,0,1441,0,1221915,0,0,0,0,0,1221915
Q096,40.675369,-73.808128,0,0,314,0,299305,0,0,0,0,0,299305
Q097,40.694232,-73.860031,0,0,714,0,507670,0,0,0,0,0,507670
Q098,40.768906,-73.749998,0,1,281,0,1885003,0,0,0,0,0,1885003
Q099,40.711502,-73.827722,0,0,781,0,35000,0,3951958,0,0,3951958,3986958
Q100,40.679694,-73.821545,0,0,964,0,1157678,0,0,0,0,0,1157678
Q101,40.715543,-73.8434,0,0,672,0,129149,0,0,0,0,0,129149
Q102,40.733033,-73.878243,0,0,1303,0,507292,14737800,0,0,0,14737800,15245092
Q104,40.608002,-73.764621,0,0,634,0,10230599,0,0,0,0,0,10230599
Q105,40.595911,-73.780961,1,1,832,0,328045,0,0,0,5495074,5495074,5823119
Q106,40.594738,-73.766846,1,1,209,0,134692,0,0,0,0,0,134692
Q107,40.755364,-73.799476,0,0,938,0,122471,0,0,0,0,0,122471
Q108,40.679083,-73.831025,0,0,1412,0,1195774,28479420,0,0,0,28479420,29675194
Q109,40.720074,-73.746375,0,0,1164,0,279065,0,0,0,0,0,279065
Q111,40.758342,-73.939181,0,1,339,0,898140,0,0,0,0,0,898140
Q112,40.757293,-73.933562,0,0,450,0,2337274,0,0,7180101,0,7180101,9517375
Q113,40.705476,-73.861493,0,0,884,0,275000,0,0,0,0,0,275000
Q114,40.577552,-73.854364,1,1,678,0,249865,0,0,0,23359268,23359268,23609133
Q115,40.744201,-73.709404,0,0,778,0,7605105,0,0,0,0,0,7605105
Q116,40.70084,-73.781839,0,0,771,0,1374999,0,0,0,0,0,1374999
Q117,40.710428,-73.812968,0,0,974,0,1032615,0,0,0,0,0,1032615
Q118,40.703182,-73.765237,0,0,451,0,149839,0,0,0,0,0,149839
Q119,40.705187,-73.875073,0,0,1275,0,530934,0,0,592381,0,592381,1123315
Q120,40.745215,-73.828674,0,0,976,0,134735,0,0,0,0,0,134735
Q121,40.683585,-73.81533,0,0,882,0,1308289,0,0,18349623,0,18349623,19657912
Q122,40.780507,-73.915785,0,0,1366,0,2063060,0,0,0,0,0,2063060
Q123,40.678913,-73.795571,0,0,668,0,3489275,0,0,0,0,0,3489275
Q124,40.665669,-73.811266,0,0,1134,0,6822623,0,0,0,0,0,6822623
Q125,40.740452,-73.918762,0,0,1509,0,175000,0,0,0,0,0,175000
Q126,40.766008,-73.92999,1,1,692,0,2320846,0,0,0,0,0,2320846
Q127,40.765507,-73.870931,0,0,1256,0,467329,0,0,0,0,0,467329
Q129,40.789926,-73.839505,0,0,1079,0,55597652,0,0,0,0,0,55597652
Q130,40.760219,-73.784009,0,0,407,0,262036,0,0,0,0,0,262036
Q131,40.71715,-73.794061,0,0,748,0,57192930,0,0,6866576,0,6866576,64059506
Q132,40.681948,-73.7493,0,0,362,0,2008846,5841533,0,0,0,5841533,7850379
Q133,40.732458,-73.717819,0,0,584,0,3129308,0,0,0,0,0,3129308
Q134,40.707535,-73.754747,0,0,332,0,169464,0,0,0,0,0,169464
Q135,40.720864,-73.757591,0,0,932,0,170454,0,0,0,0,0,170454
Q136,40.69894,-73.752694,0,0,581,0,392776,0,0,0,0,0,392776
Q137,40.678112,-73.839377,0,0,1916,0,916036,0,0,0,0,0,916036
Q138,40.659876,-73.734342,0,0,711,0,718780,0,0,0,0,0,718780
Q139,40.728012,-73.862561,0,0,732,0,1067427,0,0,2286161,0,2286161,3353588
Q140,40.687486,-73.781255,0,0,476,0,266558,0,0,0,0,0,266558
Q141,40.775766,-73.904508,0,0,1180,0,1829393,0,0,0,0,0,1829393
Q142,40.683473,-73.800875,0,0,393,0,209603,0,0,0,0,0,209603
Q143,40.755393,-73.855715,0,0,1346,0,105225650,0,0,0,0,0,105225650
Q144,40.71489,-73.852398,0,0,905,0,65527561,0,0,0,0,0,65527561
Q145,40.754389,-73.887523,0,0,1709,0,9458577,0,0,0,0,0,9458577
Q146,40.660531,-73.834896,1,1,623,0,1654927,0,0,0,0,0,1654927
Q147,40.698028,-73.74014,0,0,561,0,1102016,0,0,0,0,0,1102016
Q148,40.757629,-73.878638,0,0,804,0,1406427,5514300,0,0,0,5514300,6920727
Q149,40.755759,-73.874505,0,0,979,0,1234862,0,0,0,0,0,1234862
Q150,40.745887,-73.923375,0,0,1028,0,1159499,0,0,0,0,0,1159499
Q151,40.758027,-73.908146,0,0,359,0,5935029,0,0,0,0,0,5935029
Q152,40.753094,-73.900584,0,0,1015,0,204722,0,0,0,0,0,204722
Q153,40.716296,-73.904463,0,0,1126,0,214135,0,0,4339932,0,4339932,4554067
Q154,40.726473,-73.80775,0,0,664,0,446566,0,0,0,0,0,446566
Q155,40.679105,-73.810067,0,0,535,0,2158392,15138550,0,0,0,15138550,17296942
Q156,40.672259,-73.743327,0,0,400,0,4781102,0,0,0,0,0,4781102
Q157,40.732348,-73.852879,0,0,1651,0,1009781,0,0,0,0,0,1009781
Q158,40.756562,-73.771878,0,0,1078,0,2013383,0,0,0,0,0,2013383
Q159,40.770108,-73.783973,0,0,662,0,1220499,1520615,0,0,0,1520615,2741114
Q160,40.688373,-73.799685,0,0,623,0,319333,11337830,0,0,0,11337830,11657163
Q161,40.690439,-73.82108,0,0,635,0,250340,0,0,0,0,0,250340
Q162,40.748405,-73.776576,0,0,661,0,7487998,0,0,0,0,0,7487998
Q163,40.741107,-73.808765,0,0,813,0,701705,0,0,0,0,0,701705
Q164,40.721514,-73.823569,0,0,678,0,379875,0,0,0,0,0,379875
Q165,40.729746,-73.816966,0,0,714,0,369350,0,0,0,0,0,369350
Q166,40.757497,-73.926249,0,0,1000,0,191260,0,0,0,0,0,191260
Q168,40.724195,-73.80938,0,0,1375,0,674036,0,0,683942,0,683942,1357978
Q169,40.782331,-73.77843,0,0,797,0,83488346,0,0,0,0,0,83488346
Q171,40.770926,-73.929093,1,1,465,0,2053516,0,0,0,0,0,2053516
Q172,40.741409,-73.713245,0,0,979,0,276678,0,0,0,0,0,276678
Q173,40.734097,-73.795651,0,0,964,0,653822,0,0,0,0,0,653822
Q174,40.720583,-73.861462,0,0,681,0,1439139,0,0,0,0,0,1439139
Q175,40.731016,-73.85221,0,0,813,0,3014146,0,0,0,0,0,3014146
Q176,40.684987,-73.729226,0,0,757,0,7148994,0,0,0,0,0,7148994
Q177,40.7434,-73.787419,0,0,488,0,11118711,6529954,0,0,0,6529954,17648665
Q178,40.724061,-73.777314,0,0,548,0,240000,0,0,0,0,0,240000
Q179,40.7417,-73.778118,0,0,410,0,737307,0,0,0,0,0,737307
Q180,40.584543,-73.825162,1,1,1351,0,3715746,0,0,0,0,0,3715746
Q181,40.655674,-73.752948,0,0,322,0,429532,0,0,0,0,0,429532
Q183,40.58922,-73.805866,1,1,484,0,1937213,0,0,0,0,0,1937213
Q184,40.778334,-73.799158,0,0,518,0,474572,0,0,0,0,0,474572
Q185,40.774906,-73.818607,0,0,1506,0,864241,0,0,0,0,0,864241
Q186,40.749556,-73.721594,0,0,772,0,335604,0,0,0,0,0,335604
Q188,40.736063,-73.753985,0,0,720,0,1359999,0,0,0,0,0,1359999
Q189,40.759963,-73.818399,0,0,1201,0,291177,0,0,180036,0,180036,471213
Q190,40.723478,-73.8517,0,0,1082,0,456075,0,0,2866177,0,2866177,3322252
Q191,40.734266,-73.708617,0,0,958,0,1267582,8451819,0,0,0,8451819,9719401
Q192,40.705989,-73.752885,0,0,1080,0,295000,0,0,0,0,0,295000
Q193,40.792053,-73.808987,0,0,559,0,12581346,0,0,0,0,0,12581346
Q194,40.783231,-73.80699,0,0,1280,0,9388809,0,0,0,0,0,9388809
Q195,40.652641,-73.735618,1,1,531,0,385890,0,0,0,100000,100000,485890
Q196,40.722792,-73.837379,0,0,1022,0,43744573,0,0,0,0,0,43744573
Q197,40.599664,-73.744128,1,1,523,0,342820,0,0,5882572,0,5882572,6225392
Q198,40.594008,-73.786649,1,1,399,0,49985,0,0,0,5159468,5159468,5209453
Q199,40.739831,-73.926081,0,0,801,0,10921097,0,0,0,0,0,10921097
Q200,40.73107,-73.805759,0,0,541,0,690938,0,0,0,0,0,690938
Q201,40.736541,-73.813011,0,0,474,0,8076002,0,0,0,0,0,8076002
Q202,40.670905,-73.845992,0,0,1740,0,180443,0,0,0,0,0,180443
Q203,40.753606,-73.759822,0,0,914,0,4447791,0,0,0,0,0,4447791
Q204,40.756471,-73.932628,0,0,993,0,1026418,0,0,0,0,0,1026418
Q205,40.738008,-73.756374,0,0,316,0,358204,18089001,0,0,0,18089001,18447205
Q206,40.73404,-73.861004,0,0,611,0,67411278,0,0,0,0,0,67411278
Q207,40.657736,-73.843881,1,1,690,0,703743,0,0,0,0,0,703743
Q208,40.744276,-73.727632,0,0,714,0,266227,0,0,0,0,0,266227
Q209,40.783777,-73.795845,0,0,557,0,526777,0,0,0,0,0,526777
Q210,40.68476,-73.847633,0,0,1884,0,722002,0,0,0,0,0,722002
Q212,40.753035,-73.884458,0,0,793,0,215000,0,0,0,0,0,215000
Q213,40.747457,-73.74539,0,0,456,0,2428635,0,0,0,0,0,2428635
Q214,40.770215,-73.827606,0,0,443,0,480845,0,0,0,0,0,480845
Q215,40.599467,-73.758587,0,0,543,0,300000,0,0,0,0,0,300000
Q216,40.737188,-73.794501,0,0,1520,0,10952178,0,0,15050073,0,15050073,26002251
Q217,40.710384,-73.811461,0,0,1666,0,8247397,0,0,0,0,0,8247397
Q219,40.737448,-73.823841,0,0,625,0,865151,0,0,5326495,0,5326495,6191646
Q220,40.736314,-73.852621,0,0,703,0,449629,0,0,0,0,0,449629
Q221,40.758808,-73.731518,0,0,635,0,650000,0,0,0,0,0,650000
Q222,40.750442,-73.879991,0,0,280,0,999999,0,0,0,0,0,999999
Q223,40.673898,-73.78953,0,0,576,0,7888009,0,0,0,0,0,7888009
Q225,40.580907,-73.83109,1,1,761,0,388010,0,0,0,10262312,10262312,10650322
Q226,40.675021,-73.81673,0,0,1669,0,730771,7336664,0,0,0,7336664,8067435
Q227,40.757567,-73.874614,0,0,1585,0,1249260,0,0,0,0,0,1249260
Q228,40.756931,-73.874947,0,0,304,0,71000,0,0,0,0,0,71000
Q229,40.734682,-73.897108,0,0,1421,0,12632611,0,0,0,0,0,12632611
Q230,40.752618,-73.892883,0,0,1261,0,84735,0,0,0,0,0,84735
Q231,40.664809,-73.759396,0,0,672,0,3431736,0,0,0,0,0,3431736
Q232,40.665408,-73.850622,1,1,949,0,17554660,0,0,0,0,0,17554660
Q234,40.766898,-73.923044,0,0,605,0,696500,0,0,0,0,0,696500
Q237,40.74943,-73.821402,0,0,2026,0,8793117,0,0,0,0,0,8793117
Q238,40.712743,-73.779653,0,0,1301,0,1627237,0,0,10014141,0,10014141,11641378
Q239,40.699431,-73.903838,0,0,539,0,326712,0,0,0,0,0,326712
Q242,40.769752,-73.832005,1,1,397,0,1461220,0,0,0,0,0,1461220
Q244,40.754483,-73.826192,0,0,459,0,134733,0,0,0,0,0,134733
Q245,40.706837,-73.91499,0,0,592,0,0,0,0,0,0,0,0
Q247,40.715005,-73.885974,0,0,952,0,39484875,0,0,0,0,0,39484875
Q251,40.664809,-73.759396,0,0,351,0,134247,0,0,0,0,0,134247
Q253,40.607247,-73.748799,0,0,562,0,0,0,0,0,0,0,0
