,LON,LAT,TOT_ENRO
1225,40.708698,-73.797981,427
1226,40.714551,-73.798658,494
1227,40.586012,-73.825317,306
1228,40.679843,-73.774668,581
1229,40.664809,-73.759396,325
1230,40.664809,-73.759396,347
1231,40.708698,-73.797981,362
1232,40.756181,-73.902197,413
1233,40.702329,-73.756259,209
1234,40.747701,-73.90643,346
1235,40.599467,-73.758587,543
1236,40.713084,-73.807561,391
1237,40.586012,-73.825317,189
1238,40.675626,-73.799756,304
1239,40.604019,-73.749891,409
1240,40.754954,-73.770314,173
1241,40.668083,-73.83685,295
1242,40.785129,-73.843504,154
1243,40.759419,-73.861594,180
1244,40.748159,-73.940316,32
1245,40.766487,-73.816232,104
1246,40.671281,-73.856042,95
1247,40.673949,-73.782684,311
1248,40.752343,-73.757271,3609
1249,40.737448,-73.823841,3522
1250,40.740875,-73.795049,4492
1251,40.733888,-73.739726,1162
1252,40.730017,-73.843972,3806
1253,40.757072,-73.911165,2344
1254,40.765881,-73.933907,2252
1255,40.740824,-73.874129,1805
1256,40.764892,-73.826811,1595
1257,40.695171,-73.833815,1576
1258,40.680065,-73.838616,2366
1259,40.711881,-73.909202,1715
1260,40.698786,-73.74633,407
1261,40.771398,-73.781041,2850
1262,40.698786,-73.74633,439
1263,40.738599,-73.820821,535
1264,40.756099,-73.925182,853
1265,40.748502,-73.946488,1011
1266,40.709461,-73.803001,3300
1267,40.743253,-73.933316,508
1268,40.737038,-73.821532,1182
1269,40.743253,-73.933316,507
1270,40.765624,-73.828279,357
1271,40.737673,-73.853412,784
1272,40.751838,-73.936592,828
1273,40.742217,-73.936442,649
1274,40.744197,-73.728834,1070
1275,40.751144,-73.937564,1007
1276,40.754975,-73.926977,534
1277,40.729104,-73.887909,1212
1278,40.741658,-73.927995,1522
1279,40.743309,-73.929577,2088
1280,40.716071,-73.799692,2196
1281,40.689177,-73.841475,1066
1282,40.72528,-73.811408,702
1283,40.718027,-73.805923,711
1284,40.708431,-73.855543,1104
1285,40.700884,-73.798364,475
1286,40.685838,-73.783438,462
1287,40.676318,-73.753009,513
1288,40.749934,-73.884817,576
1289,40.755714,-73.924175,731
1290,40.735613,-73.867882,484
1291,40.743228,-73.871505,239
1292,40.683473,-73.800875,393
1293,40.720586,-73.819664,189
1294,40.756481,-73.728412,431
1295,40.708409,-73.804166,547
1296,40.734266,-73.708617,575
1297,40.508638,-74.24395,446
1298,40.576728,-74.099685,1064
1299,40.520812,-74.21185,741
1300,40.552059,-74.195281,678
1301,40.529389,-74.187276,313
1302,40.510207,-74.230118,532
1303,40.522971,-74.186096,1167
1304,40.547567,-74.152212,596
1305,40.60265,-74.090245,326
1306,40.639638,-74.079594,181
1307,40.590887,-74.098252,309
1308,40.607104,-74.178183,125
1309,40.613322,-74.068963,859
1310,40.639638,-74.079594,486
1311,40.636521,-74.116817,491
1312,40.630563,-74.126851,547
1313,40.636729,-74.132382,451
1314,40.631165,-74.144599,346
1315,40.624847,-74.150544,933
1316,40.570765,-74.133216,545
1317,40.54549,-74.145558,1317
1318,40.512019,-74.218688,582
1319,40.591546,-74.190093,298
1320,40.628291,-74.117818,1036
1321,40.620443,-74.080695,270
1322,40.614039,-74.116197,602
1323,40.618097,-74.13308,826
1324,40.64209,-74.08542,388
1325,40.5579,-74.1554,679
1326,40.5083,-74.2434,1061
1327,40.613548,-74.098994,408
1328,40.543433,-74.182548,866
1329,40.5641,-74.151368,366
1330,40.574799,-74.099409,364
1331,40.597824,-74.07061,525
1332,40.573599,-74.108492,698
1333,40.552213,-74.169038,1056
1334,40.631689,-74.157303,772
1335,40.628419,-74.107537,862
1336,40.594455,-74.080829,243
1337,40.581958,-74.159343,496
1338,40.603492,-74.091239,1001
1339,40.620443,-74.080695,535
1340,40.560954,-74.124332,725
1341,40.623077,-74.145522,1335
1342,40.58255,-74.089012,581
1343,40.551926,-74.13664,840
1344,40.602779,-74.137259,787
1345,40.536625,-74.163037,582
1346,40.541856,-74.213943,578
1347,40.611136,-74.083799,640
1348,40.582791,-74.160867,691
1349,40.647898,-74.083408,301
1350,40.610604,-74.162634,862
1351,40.634497,-74.097941,967
1352,40.541563,-74.217934,282
1353,40.581958,-74.159343,450
1354,40.581958,-74.159343,434
1355,40.633666,-74.078337,437
1356,40.607104,-74.178183,752
1357,40.624781,-74.142526,238
1358,40.59148,-74.157327,925
1359,40.607104,-74.178183,83
1360,40.592132,-74.158618,1444
1361,40.639677,-74.137166,412
1362,40.638993,-74.079438,298
1363,40.544535,-74.197033,1455
1364,40.622415,-74.079228,779
1365,40.607637,-74.105883,1330
1366,40.64118,-74.095454,568
1367,40.570909,-74.105878,3051
1368,40.635562,-74.141924,1564
1369,40.645436,-74.082149,2586
1370,40.528152,-74.193431,3654
1371,40.588985,-74.130819,3383
1372,40.61062,-74.087072,166
1373,40.64282,-74.079263,795
1374,40.568299,-74.117086,1331
1375,40.620835,-74.077054,459
1376,40.62031,-74.164427,906
1377,40.819331,-73.919634,649
1378,40.850131,-73.89163,321
1379,40.841758,-73.897943,549
1380,40.813896,-73.908358,729
1381,40.840445,-73.882531,532
1382,40.881562,-73.905697,688
1383,40.872259,-73.883339,939
1384,40.85644,-73.898821,830
1385,40.82708,-73.829211,587
1386,40.839693,-73.92589,552
1387,40.840625,-73.844685,271
1388,40.835318,-73.826277,581
1389,40.859243,-73.909763,475
1390,40.902311,-73.854231,335
1391,40.818703,-73.905389,451
1392,40.816369,-73.922697,574
1393,40.899351,-73.866949,520
1394,40.869482,-73.878731,988
1395,40.887888,-73.85942,647
1396,40.832022,-73.91435,420
1397,40.853294,-73.894951,445
1398,40.886922,-73.915114,844
1399,40.812895,-73.905751,541
1400,40.848344,-73.903821,727
1401,40.821544,-73.916419,795
1402,40.809023,-73.917417,536
1403,40.822574,-73.92114,716
1404,40.851724,-73.88622,758
1405,40.861698,-73.901268,890
1406,40.828009,-73.917705,618
1407,40.82948,-73.849791,764
1408,40.877935,-73.913694,630
1409,40.874754,-73.867834,862
1410,40.838636,-73.903243,399
1411,40.806452,-73.921593,452
1412,40.842564,-73.891086,285
1413,40.858389,-73.887026,709
1414,40.867169,-73.890402,853
1415,40.832529,-73.866974,1054
1416,40.814034,-73.886834,668
1417,40.810413,-73.92273,650
1418,40.850674,-73.886997,205
1419,40.832648,-73.911906,1037
1420,40.864872,-73.88794,475
1421,40.835934,-73.90497,590
1422,40.875481,-73.874912,669
1423,40.848748,-73.888987,571
1424,40.846383,-73.898826,426
1425,40.853141,-73.893639,519
1426,40.836156,-73.892784,294
1427,40.813736,-73.900161,668
1428,40.83093,-73.901859,530
1429,40.807916,-73.912557,377
1430,40.831493,-73.88654,598
1431,40.843781,-73.884192,485
1432,40.891603,-73.83888,643
1433,40.8167,-73.86046,629
1434,40.844236,-73.90807,1104
1435,40.845379,-73.829562,1567
1436,40.823237,-73.818172,757
1437,40.832609,-73.926415,574
1438,40.822314,-73.888948,588
1439,40.869059,-73.860928,893
1440,40.872559,-73.875375,423
1441,40.878474,-73.850563,817
1442,40.876819,-73.881245,652
1443,40.903275,-73.904657,746
1444,40.849176,-73.858769,1648
1445,40.858689,-73.894682,922
1446,40.869061,-73.897066,1625
1447,40.895741,-73.846198,588
1448,40.837019,-73.913523,147
1449,40.862481,-73.859254,1550
1450,40.858286,-73.907494,646
1451,40.822522,-73.877274,341
1452,40.880661,-73.875268,1220
1453,40.883049,-73.891664,1230
1454,40.86073,-73.868986,897
1455,40.863524,-73.846768,607
1456,40.836245,-73.890591,266
1457,40.822552,-73.86276,559
1458,40.82708,-73.829211,545
1459,40.892198,-73.86194,1019
1460,40.853075,-73.866264,1028
1461,40.836974,-73.854823,1106
1462,40.819221,-73.868735,553
1463,40.8547,-73.8532,588
1464,40.851661,-73.918991,611
1465,40.83447,-73.900654,408
1466,40.884371,-73.839288,644
1467,40.88494,-73.843977,414
1468,40.834979,-73.923297,711
1469,40.848552,-73.909022,488
1470,40.848702,-73.892482,1105
1471,40.828474,-73.857392,803
1472,40.866474,-73.85051,843
1473,40.824989,-73.874162,418
1474,40.843705,-73.890145,600
1475,40.835866,-73.9282,579
1476,40.838759,-73.853203,850
1477,40.83447,-73.900654,353
1478,40.846128,-73.886721,541
1479,40.817742,-73.901709,433
1480,40.822925,-73.859998,479
1481,40.832175,-73.907133,370
1482,40.841758,-73.897943,349
1483,40.831613,-73.894241,622
1484,40.822288,-73.853157,661
1485,40.823318,-73.907489,613
1486,40.887407,-73.914141,1513
1487,40.863842,-73.836525,485
1488,40.824717,-73.905734,378
1489,40.82471,-73.894349,781
1490,40.822574,-73.92114,230
1491,40.823941,-73.880479,818
1492,40.874035,-73.831669,623
1493,40.808194,-73.925459,333
1494,40.819419,-73.908965,635
1495,40.85568,-73.893136,194
1496,40.864073,-73.823816,377
1497,40.814168,-73.905233,485
1498,40.8517,-73.899005,472
1499,40.825715,-73.838299,573
1500,40.869482,-73.878731,530
1501,40.881344,-73.839386,424
1502,40.844367,-73.913253,236
1503,40.844353,-73.78354,312
1504,40.874035,-73.831669,554
1505,40.83093,-73.901859,268
1506,40.874035,-73.831669,410
1507,40.80908,-73.919773,311
1508,40.874035,-73.831669,1016
1509,40.874035,-73.831669,890
1510,40.818925,-73.856976,763
1511,40.823228,-73.897394,673
1512,40.831388,-73.897797,712
1513,40.850168,-73.883877,506
1514,40.882778,-73.830616,383
1515,40.836156,-73.892784,276
1516,40.83541,-73.846594,1292
1517,40.830811,-73.877305,881
1518,40.830811,-73.877305,885
1519,40.843453,-73.920826,717
1520,40.823124,-73.898265,190
1521,40.821723,-73.902892,551
1522,40.849416,-73.915217,632
1523,40.855759,-73.881753,935
1524,40.859534,-73.906285,229
1525,40.878327,-73.906197,336
1526,40.810671,-73.907528,491
1527,40.856834,-73.897635,276
1528,40.843705,-73.890145,571
1529,40.828406,-73.900121,180
1530,40.877379,-73.912686,377
1531,40.839297,-73.879931,1097
1532,40.833493,-73.903951,329
1533,40.822056,-73.894368,339
1534,40.835681,-73.919571,1036
1535,40.833493,-73.903951,344
1536,40.813612,-73.920851,657
1537,40.813612,-73.920851,662
1538,40.810314,-73.918774,328
1539,40.854257,-73.897404,540
1540,40.855822,-73.916076,450
1541,40.839307,-73.911366,388
1542,40.860987,-73.891562,270
1543,40.8524,-73.9216,243
1544,40.845366,-73.897479,527
1545,40.849416,-73.915217,511
1546,40.811562,-73.925416,580
1547,40.848907,-73.909936,327
1548,40.875636,-73.901565,430
1549,40.839508,-73.901774,606
1550,40.832508,-73.878191,672
1551,40.859466,-73.888625,609
1552,40.875636,-73.901565,748
1553,40.865972,-73.8953,683
1554,40.827539,-73.896925,356
1555,40.874035,-73.831669,295
1556,40.833884,-73.902794,430
1557,40.836245,-73.890591,326
1558,40.839508,-73.901774,379
1559,40.875172,-73.861649,317
1560,40.858721,-73.889878,493
1561,40.834025,-73.858533,811
1562,40.8091,-73.909595,267
1563,40.810671,-73.907528,530
1564,40.833884,-73.902794,448
1565,40.839508,-73.901774,361
1566,40.855392,-73.882487,419
1567,40.875172,-73.861649,371
1568,40.826933,-73.900593,580
1569,40.869061,-73.897066,491
1570,40.820388,-73.892961,645
1571,40.888242,-73.852714,368
1572,40.836821,-73.887688,668
1573,40.848748,-73.888987,220
1574,40.8524,-73.9216,714
1575,40.875172,-73.861649,542
1576,40.813385,-73.913872,480
1577,40.854666,-73.904958,1031
1578,40.876819,-73.881245,816
1579,40.815043,-73.85607,248
1580,40.877379,-73.912686,369
1581,40.831493,-73.88654,280
1582,40.880649,-73.860126,563
1583,40.860443,-73.860729,607
1584,40.875172,-73.861649,359
1585,40.859243,-73.909763,601
1586,40.839775,-73.839583,460
1587,40.8404,-73.915879,502
1588,40.818703,-73.905389,231
1589,40.827455,-73.90392,409
1590,40.818703,-73.905389,266
1591,40.860443,-73.860729,500
1592,40.846128,-73.886721,601
1593,40.822291,-73.906739,242
1594,40.816078,-73.901599,482
1595,40.849416,-73.915217,318
1596,40.82708,-73.829211,510
1597,40.850722,-73.910827,651
1598,40.869142,-73.901821,342
1599,40.885428,-73.878051,271
1600,40.803052,-73.918037,451
1601,40.872477,-73.905547,674
1602,40.8404,-73.915879,417
1603,40.821218,-73.85593,422
1604,40.840536,-73.904353,302
1605,40.834188,-73.886995,309
1606,40.873659,-73.900068,230
1607,40.846128,-73.886721,387
1608,40.843705,-73.890145,252
1609,40.848385,-73.893744,231
1610,40.839775,-73.839583,475
1611,40.832022,-73.91435,401
1612,40.828009,-73.917705,510
1613,40.862098,-73.865028,407
1614,40.842503,-73.916084,735
1615,40.827438,-73.914067,319
1616,40.839307,-73.911366,271
1617,40.850722,-73.910827,434
1618,40.820108,-73.898399,625
1619,40.810314,-73.918774,425
1620,40.824989,-73.874162,503
1621,40.840536,-73.904353,477
1622,40.869407,-73.897171,593
1623,40.822056,-73.894368,395
1624,40.869061,-73.897066,518
1625,40.810314,-73.918774,307
1626,40.883049,-73.891664,378
1627,40.815827,-73.885284,973
1628,40.822056,-73.894368,497
1629,40.880853,-73.909955,354
1630,40.839775,-73.839583,360
1631,40.839775,-73.839583,425
1632,40.839307,-73.911366,228
1633,40.879958,-73.889011,587
1634,40.840445,-73.882531,501
1635,40.879958,-73.889011,551
1636,40.886002,-73.839682,300
1637,40.854423,-73.863733,425
1638,40.823014,-73.922527,346
1639,40.874717,-73.902214,433
1640,40.838232,-73.927892,378
1641,40.822522,-73.877274,262
1642,40.859496,-73.90049,582
1643,40.808194,-73.925459,357
1644,40.849416,-73.915217,324
1645,40.815043,-73.85607,659
1646,40.877935,-73.913694,1022
1647,40.80908,-73.919773,252
1648,40.880649,-73.860126,429
1649,40.826794,-73.818083,378
1650,40.859466,-73.888625,464
1651,40.815043,-73.85607,222
1652,40.821218,-73.85593,446
1653,40.821218,-73.85593,184
1654,40.845023,-73.857989,326
1655,40.818703,-73.905389,220
1656,40.827438,-73.914067,642
1657,40.818645,-73.919949,167
1658,40.855337,-73.903139,278
1659,40.839297,-73.879931,328
1660,40.855337,-73.903139,604
1661,40.812804,-73.919316,569
1662,40.832508,-73.878191,444
1663,40.823014,-73.922527,431
1664,40.854335,-73.913016,539
1665,40.854257,-73.897404,475
1666,40.826794,-73.818083,339
1667,40.814857,-73.912038,433
1668,40.806389,-73.92115,451
1669,40.821682,-73.910421,443
1670,40.854335,-73.913016,291
1671,40.877379,-73.912686,309
1672,40.872455,-73.875451,508
1673,40.827455,-73.90392,418
1674,40.827455,-73.90392,326
1675,40.839775,-73.839583,794
1676,40.81264,-73.919913,419
1677,40.839307,-73.911366,275
1678,40.839307,-73.911366,419
1679,40.851577,-73.864438,461
1680,40.839503,-73.919597,599
1681,40.856531,-73.843013,320
1682,40.815827,-73.885284,300
1683,40.815712,-73.92996,327
1684,40.853728,-73.911708,425
1685,40.821218,-73.85593,329
1686,40.869061,-73.897066,414
1687,40.859466,-73.888625,390
1688,40.859466,-73.888625,319
1689,40.859466,-73.888625,352
1690,40.859466,-73.888625,402
1691,40.879958,-73.889011,1119
1692,40.869061,-73.897066,421
1693,40.831873,-73.917526,555
1694,40.879958,-73.889011,3016
1695,40.823124,-73.898265,182
1696,40.855337,-73.903139,459
1697,40.822925,-73.859998,392
1698,40.828009,-73.917705,455
1699,40.821218,-73.85593,532
1700,40.828009,-73.917705,450
1701,40.874035,-73.831669,2081
1702,40.831873,-73.917526,494
1703,40.834188,-73.886995,249
1704,40.859496,-73.90049,296
1705,40.875161,-73.910426,408
1706,40.834599,-73.929797,606
1707,40.882778,-73.830616,257
1708,40.828406,-73.900121,301
1709,40.822925,-73.859998,546
1710,40.820298,-73.927397,575
1711,40.826794,-73.818083,341
1712,40.862098,-73.865028,332
1713,40.872559,-73.875375,324
1714,40.809023,-73.917417,421
1715,40.816245,-73.929949,256
1716,40.818041,-73.911633,315
1717,40.877379,-73.912686,448
1718,40.832508,-73.878191,317
1719,40.826933,-73.900593,268
1720,40.823124,-73.898265,181
1721,40.843531,-73.865498,216
1722,40.826933,-73.900593,789
1723,40.901436,-73.854402,163
1724,40.863842,-73.836525,298
1725,40.836679,-73.91735,432
1726,40.816078,-73.901599,774
1727,40.864073,-73.823816,637
1728,40.829793,-73.906403,316
1729,40.807916,-73.912557,515
1730,40.818069,-73.904223,328
1731,40.813681,-73.925995,586
1732,40.835934,-73.90497,757
1733,40.818041,-73.911633,519
1734,40.856531,-73.843013,323
1735,40.814952,-73.908773,227
1736,40.845023,-73.857989,652
1737,40.814857,-73.912038,547
1738,40.827461,-73.919024,751
1739,40.860443,-73.860729,459
1740,40.860443,-73.860729,379
1741,40.836245,-73.890591,418
1742,40.888242,-73.852714,381
1743,40.888242,-73.852714,360
1744,40.833493,-73.903951,408
1745,40.832508,-73.878191,423
1746,40.818645,-73.919949,452
1747,40.855392,-73.882487,333
1748,40.84325,-73.902969,565
1749,40.821828,-73.922366,511
1750,40.886002,-73.839682,344
1751,40.817741,-73.897876,342
1752,40.838151,-73.866038,484
1753,40.886002,-73.839682,281
1754,40.838151,-73.866038,416
1755,40.820486,-73.881187,193
1756,40.856531,-73.843013,322
1757,40.877379,-73.912686,495
1758,40.860443,-73.860729,511
1759,40.827455,-73.90392,253
1760,40.875172,-73.861649,395
1761,40.875172,-73.861649,322
1762,40.877379,-73.912686,347
1763,40.821828,-73.922366,528
1764,40.869061,-73.897066,490
1765,40.832508,-73.878191,459
1766,40.813681,-73.925995,587
1767,40.877379,-73.912686,539
1768,40.808703,-73.921888,328
1769,40.842503,-73.916084,427
1770,40.862098,-73.865028,405
1771,40.810671,-73.907528,243
1772,40.839775,-73.839583,554
1773,40.821723,-73.902892,299
1774,40.821218,-73.85593,381
1775,40.829153,-73.857882,667
1776,40.839307,-73.911366,361
1777,40.855392,-73.882487,406
1778,40.863842,-73.836525,474
1779,40.838759,-73.853203,387
1780,40.848552,-73.909022,536
1781,40.845897,-73.864154,236
1782,40.821828,-73.922366,288
1783,40.826949,-73.859622,192
1784,40.814857,-73.912038,247
1785,40.813077,-73.919979,255
1786,40.81534,-73.919754,162
1787,40.828406,-73.900121,20
1788,40.829793,-73.906403,154
1789,40.888351,-73.862924,237
1790,40.880738,-73.907295,353
1791,40.827438,-73.914067,45
1792,40.827438,-73.914067,197
1793,40.846205,-73.889602,155
1794,40.874035,-73.831669,406
1795,40.832508,-73.878191,110
1796,40.857932,-73.903764,188
1797,40.818645,-73.919949,455
1798,40.850089,-73.850735,90
1799,40.888351,-73.862924,106
1800,40.809462,-73.924847,176
1801,40.820858,-73.905097,106
1802,40.815712,-73.92996,497
1803,40.831212,-73.885804,471
1804,40.841376,-73.875262,463
1805,40.838151,-73.866038,311
1806,40.874725,-73.895543,411
1807,40.839072,-73.900123,700
1808,40.822574,-73.92114,1060
1809,40.840262,-73.918665,272
1810,40.832328,-73.905771,681
1811,40.838654,-73.904703,331
1812,40.884371,-73.839288,564
1813,40.842725,-73.839114,536
1814,40.88298,-73.831856,480
1815,40.821815,-73.886477,430
1816,40.811051,-73.909363,525
1817,40.830552,-73.886798,634
