X,Y,Field1,Object_ID,SYS_CODE,LOC_NAME,BED_CODE,MAN_NAME,DES_TYPE,CAT_DES,BLD_CODE,ADDRESS,ST_CODE,LAT,LON,COM_DIST,COUN_DIS,CENSUS_TRA,BOR_BLOCK,NTA,NTA_NAME,ADM_DIST,DBN_CODE,DBN_CODE_X,DBN_CODE_Y,SCH_NAME,YEAR,TOT_ENRO,GRADE_PK,GRADE_K,GRADE_1,GRADE_2,GRADE_3,GRADE_4,GRADE_5,GRADE_6,GRADE_7,GRADE_8,GRADE_9,GRADE_10,GRADE_11,GRADE_12,NUM_POV,PERC_POV,ECON_IND
1001439.62148489,155409.897904651,14,K014,0.00000000000,J.H.S. 014 Shell Bank,332000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,K014,2424 BATCHELDER STREET,NY,40.59323200000,-73.93810700000,315,48,59600,0.00000000000,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,COMMUNITY SCHOOL DISTRICT 22,22K014,40.64200363380,9922082021470000.00000000000,J.H.S. 014 Shell Bank,2018-19,527,0,0,0,0,0,0,0,164,170,193,0,0,0,0,450,85%,81%
980959.610844611,185953.952395501,15,K015,0.00000000000,P.S. 015 Patrick F. Daly,332000000000.00000000000,DOE,General Academic,Elementary,K015,71 SULLIVAN STREET,NY,40.67708500000,-74.01186400000,306,38,5300,0.00000000000,BK33,Carroll Gardens-Columbia Street-Red Hook,COMMUNITY SCHOOL DISTRICT 15,15K015,-168.43987039500,9956515865190000.00000000000,P.S. 015 Patrick F. Daly,2018-19,485,80,67,65,66,71,58,78,0,0,0,0,0,0,0,346,71%,78%
1000877.60566802,153638.886316898,44,K052,0.00000000000,P.S. 052 Sheepshead Bay,332000000000.00000000000,DOE,General Academic,Elementary,K052,2675 EAST ��������������,NY,40.58837200000,-73.94013500000,315,48,60000,0.00000000000,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,COMMUNITY SCHOOL DISTRICT 22,22K052,-115.97284021500,11332005798000000.00000000000,P.S. 052 Sheepshead Bay,2018-19,817,72,122,127,103,136,126,131,0,0,0,0,0,0,0,622,76%,70%
1008892.6286107,170774.843303979,56,K068,0.00000000000,I.S. 068 Isaac Bildersee,332000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,K068,956 EAST ��������������,NY,40.63538800000,-73.91121500000,318,46,95600,0.00000000000,BK50,Canarsie,COMMUNITY SCHOOL DISTRICT 18,18K068,140.72117650300,11993190525900000.00000000000,I.S. 068 Isaac Bildersee,2018-19,289,0,0,0,0,0,0,0,77,84,128,0,0,0,0,233,81%,75%
1008426.45111838,165363.758451789,61,K078,0.00000000000,J.H.S. 078 Roy H. Mann,332000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,K078,1420 EAST ��������������,NY,40.62053700000,-73.91291400000,318,46,69602,0.00000000000,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,COMMUNITY SCHOOL DISTRICT 22,22K078,43.96370170420,12428798061400000.00000000000,J.H.S. 078 Roy H. Mann,2018-19,569,0,0,0,0,0,0,0,189,194,186,0,0,0,0,423,74%,63%
989698.643562735,149924.986811009,67,K090,0.00000000000,P.S. 90 Edna Cohen School,332000000000.00000000000,DOE,General Academic,Elementary,K090,2840 WEST ��������������,NY,40.57819200000,-73.98038700000,313,47,35000,0.00000000000,BK23,West Brighton,COMMUNITY SCHOOL DISTRICT 21,21K090,133.57170792700,12975594224200000.00000000000,P.S. 90 Edna Cohen School,2018-19,638,72,72,115,94,94,87,104,0,0,0,0,0,0,0,522,82%,87%
997014.473267506,152004.740841103,75,K098,0.00000000000,I.S. 98 Bay Academy,332000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,K043,1401 EMMONS AVENUE,NY,40.58389300000,-73.95404700000,315,48,60800,0.00000000000,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,COMMUNITY SCHOOL DISTRICT 21,21K098,-98.85945955250,13355399042800000.00000000000,I.S. 98 Bay Academy,2018-19,1561,0,0,0,0,0,0,0,552,520,489,0,0,0,0,803,51%,49%
992353.530423507,149706.766784053,77,K100,0.00000000000,P.S. 100 The Coney Island School,332000000000.00000000000,DOE,General Academic,Elementary,K100,2951 WEST �������������,NY,40.57759100000,-73.97083000000,313,48,35602,0.00000000000,BK23,West Brighton,COMMUNITY SCHOOL DISTRICT 21,21K100,-48.27044547210,9453869340180000.00000000000,P.S. 100 The Coney Island School,2018-19,822,43,141,153,132,116,115,122,0,0,0,0,0,0,0,400,49%,46%
986482.61336951,156914.785473852,78,K101,0.00000000000,P.S. 101 The Verrazano,332000000000.00000000000,DOE,General Academic,Elementary,K101,2360 BENSON AVENUE,NY,40.59737900000,-73.99196200000,311,47,30200,0.00000000000,BK29,Bensonhurst East,COMMUNITY SCHOOL DISTRICT 21,21K101,100.45634750600,9486452139790000.00000000000,P.S. 101 The Verrazano,2018-19,877,0,126,144,141,145,155,166,0,0,0,0,0,0,0,532,61%,65%
984114.558571387,149392.827584745,152,K188,0.00000000000,P.S. 188 Michael E. Berdy,332000000000.00000000000,DOE,General Academic,Elementary,K188,3314 NEPTUNE AVENUE,NY,40.57673300000,-74.00048900000,313,47,32800,0.00000000000,BK21,Seagate-Coney Island,COMMUNITY SCHOOL DISTRICT 21,21K188,-37.30862872810,12882375554800000.00000000000,P.S. 188 Michael E. Berdy,2018-19,390,27,52,56,65,72,65,53,0,0,0,0,0,0,0,344,88%,91%
1002533.6435129,157172.937886981,158,K194,0.00000000000,P.S. 194 Raoul Wallenberg,332000000000.00000000000,DOE,General Academic,Elementary,K194,3117 AVENUE W,NY,40.59806900000,-73.93416300000,315,46,57000,0.00000000000,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,COMMUNITY SCHOOL DISTRICT 22,22K194,69.13508616480,13163720681400000.00000000000,P.S. 194 Raoul Wallenberg,2018-19,557,60,64,84,97,76,89,87,0,0,0,0,0,0,0,491,88%,91%
999945.47875183,150646.793986336,159,K195,0.00000000000,P.S. 195 Manhattan Beach,332000000000.00000000000,DOE,General Academic,Elementary,K195,131 IRWIN STREET,NY,40.58016100000,-73.94349800000,315,48,62000,0.00000000000,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,COMMUNITY SCHOOL DISTRICT 22,22K195,2.95829412675,13211291084700000.00000000000,P.S. 195 Manhattan Beach,2018-19,484,17,70,77,82,87,77,74,0,0,0,0,0,0,0,143,30%,28%
998565.499759491,156735.638897893,170,K206,0.00000000000,P.S. 206 Joseph F Lamb,332000000000.00000000000,DOE,General Academic,K-8,K206,2200 GRAVESEND NECK ROAD,NY,40.59687600000,-73.94845300000,315,48,59401,0.00000000000,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,COMMUNITY SCHOOL DISTRICT 22,22K206,25.03667571180,9651149179460000.00000000000,P.S. 206 Joseph F Lamb,2018-19,1518,0,169,184,178,170,222,187,145,143,120,0,0,0,0,1054,69%,60%
1003550.44085164,162970.876707667,171,K207,0.00000000000,P.S. 207 Elizabeth G. Leary,332000000000.00000000000,DOE,General Academic,K-8,K207,4011 FILLMORE AVENUE,NY,40.61398100000,-73.93048500000,318,46,65200,0.00000000000,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,COMMUNITY SCHOOL DISTRICT 22,22K207,141.76836855000,9684510456620000.00000000000,P.S. 207 Elizabeth G. Leary,2018-19,1159,18,105,113,112,131,137,141,128,127,147,0,0,0,0,553,48%,38%
995029.660610351,153062.873614633,173,K209,0.00000000000,P.S. 209 Margaret Mead,332000000000.00000000000,DOE,General Academic,K-8,K209,2609 EAST �������������,NY,40.58680000000,-73.96119100000,313,48,37000,0.00000000000,BK19,Brighton Beach,COMMUNITY SCHOOL DISTRICT 21,21K209,-28.18397921940,9751629176090000.00000000000,P.S. 209 Margaret Mead,2018-19,706,36,77,78,78,88,94,69,59,64,63,0,0,0,0,516,73%,68%
1013327.63302664,173527.863565626,174,K211,0.00000000000,I.S. 211 John Wilson,332000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,K211,1001 EAST 100 STREET,NY,40.64293100000,-73.89522400000,318,46,98800,0.00000000000,BK50,Canarsie,COMMUNITY SCHOOL DISTRICT 18,18K211,25.83308788020,9819280041070000.00000000000,I.S. 211 John Wilson,2018-19,436,0,0,0,0,0,0,0,112,138,186,0,0,0,0,352,81%,70%
988314.411453733,153356.65739629,175,K212,0.00000000000,P.S. 212 Lady Deborah Moody,332000000000.00000000000,DOE,General Academic,Elementary,K212,87 BAY ��������������,NY,40.58761200000,-73.98536800000,313,47,31400,0.00000000000,BK26,Gravesend,COMMUNITY SCHOOL DISTRICT 21,21K212,-176.77088585800,9853306510920000.00000000000,P.S. 212 Lady Deborah Moody,2018-19,720,52,124,116,91,93,125,119,0,0,0,0,0,0,0,608,84%,82%
992680.589450015,154227.786871352,179,K216,0.00000000000,P.S. 216 Arturo Toscanini,332000000000.00000000000,DOE,General Academic,Elementary,K216,350 AVENUE X,NY,40.59000000000,-73.96964700000,315,47,37401,0.00000000000,BK26,Gravesend,COMMUNITY SCHOOL DISTRICT 21,21K216,85.05721640940,9990766635410000.00000000000,P.S. 216 Arturo Toscanini,2018-19,745,78,118,111,111,110,113,104,0,0,0,0,0,0,0,550,74%,69%
996512.665819901,150680.890166639,188,K225,0.00000000000,P.S. K225 - The Eileen E. Zaglin,332000000000.00000000000,DOE,General Academic,K-8,K225,1075 OCEAN VIEW AVENUE,NY,40.58026000000,-73.95585600000,313,48,61004,0.00000000000,BK19,Brighton Beach,COMMUNITY SCHOOL DISTRICT 21,21K225,46.45237303680,10308141275500000.00000000000,P.S. K225 - The Eileen E. Zaglin,2018-19,996,47,98,87,91,96,97,109,123,128,120,0,0,0,0,802,81%,82%
1008680.64522208,163526.714493821,198,K236,0.00000000000,P.S. 236 Mill Basin,332000000000.00000000000,DOE,General Academic,Elementary,K236,6302 AVENUE U,NY,40.61549400000,-73.91200500000,318,46,69800,0.00000000000,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,COMMUNITY SCHOOL DISTRICT 22,22K236,117.04994597100,10711809816800000.00000000000,P.S. 236 Mill Basin,2018-19,559,41,85,85,86,96,87,79,0,0,0,0,0,0,0,252,45%,34%
986348.513649682,150087.68494466,200,K239,0.00000000000,Mark Twain I.S. 239 for the Gifted & Talented,332000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,K239,2401 NEPTUNE AVENUE,NY,40.57864000000,-73.99244700000,313,47,33000,0.00000000000,BK21,Seagate-Coney Island,COMMUNITY SCHOOL DISTRICT 21,21K239,91.79253172030,10825016240400000.00000000000,Mark Twain I.S. 239 for the Gifted & Talented,2018-19,1336,0,0,0,0,0,0,0,480,441,415,0,0,0,0,470,35%,35%
994816.552377858,150671.715113699,211,K253,0.00000000000,P.S. 253,332000000000.00000000000,DOE,General Academic,Elementary,K253,601 OCEANVIEW AVENUE,NY,40.58023700000,-73.96196200000,313,48,36400,0.00000000000,BK19,Brighton Beach,COMMUNITY SCHOOL DISTRICT 21,21K253,178.68702966600,11371723878100000.00000000000,P.S. 253,2018-19,945,36,154,156,156,138,160,145,0,0,0,0,0,0,0,750,79%,87%
997706.596270082,154631.898185851,212,K254,0.00000000000,P.S. 254 Dag Hammarskjold,332000000000.00000000000,DOE,General Academic,Elementary,K254,1801 AVENUE Y,NY,40.59110300000,-73.95155000000,315,48,59200,0.00000000000,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,COMMUNITY SCHOOL DISTRICT 22,22K254,-123.66143645100,11411966681300000.00000000000,P.S. 254 Dag Hammarskjold,2018-19,766,0,120,156,122,126,122,120,0,0,0,0,0,0,0,434,57%,54%
1015787.43596382,170838.915437703,225,K272,0.00000000000,P.S. 272 Curtis Estabrook,332000000000.00000000000,DOE,General Academic,Elementary,K272,101-24 SEAVIEW AVENUE,NY,40.63554200000,-73.88637300000,318,46,103400,0.00000000000,BK50,Canarsie,COMMUNITY SCHOOL DISTRICT 18,18K272,78.35195412020,12164916209800000.00000000000,P.S. 272 Curtis Estabrook,2018-19,449,47,63,49,70,76,77,67,0,0,0,0,0,0,0,395,88%,88%
1009664.46493704,170271.773524873,228,K276,0.00000000000,P.S. 276 Louis Marshall,332000000000.00000000000,DOE,General Academic,Elementary,K276,1070 EAST ��������������,NY,40.63400500000,-73.90843600000,318,46,99600,0.00000000000,BK50,Canarsie,COMMUNITY SCHOOL DISTRICT 18,18K276,77.43265474350,12339854261500000.00000000000,P.S. 276 Louis Marshall,2018-19,611,66,79,88,84,101,92,101,0,0,0,0,0,0,0,519,85%,67%
1004287.47429996,156346.935866714,229,K277,0.00000000000,P.S. 277 Gerritsen Beach,332000000000.00000000000,DOE,General Academic,Elementary,K277,2529 GERRITSEN AVENUE,NY,40.59579800000,-73.92785000000,318,46,66600,0.00000000000,BK99,park-cemetery-etc-Brooklyn,COMMUNITY SCHOOL DISTRICT 22,22K277,138.86944931800,12384036859100000.00000000000,P.S. 277 Gerritsen Beach,2018-19,433,35,60,61,61,68,76,72,0,0,0,0,0,0,0,213,49%,37%
1001265.65462815,160332.907929452,230,K278,0.00000000000,J.H.S. 278 Marine Park,332000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,K278,1925 STUART STREET,NY,40.60674500000,-73.93872100000,315,46,66600,0.00000000000,BK99,park-cemetery-etc-Brooklyn,COMMUNITY SCHOOL DISTRICT 22,22K278,-11.27453012200,12428400343000000.00000000000,J.H.S. 278 Marine Park,2018-19,1203,0,0,0,0,0,0,0,395,387,421,0,0,0,0,836,70%,51%
1014000.6326688,173966.963799049,231,K279,0.00000000000,P.S. 279 Herman Schreiber,332000000000.00000000000,DOE,General Academic,Elementary,K279,1070 EAST 104 STREET,NY,40.64413400000,-73.89279700000,318,46,98600,0.00000000000,BK50,Canarsie,COMMUNITY SCHOOL DISTRICT 18,18K279,10.25988819330,12472945546600000.00000000000,P.S. 279 Herman Schreiber,2018-19,402,39,67,55,46,67,59,69,0,0,0,0,0,0,0,323,80%,68%
986037.521172482,155919.776033294,232,K281,0.00000000000,I.S. 281 Joseph B Cavallaro,332000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,K281,8787 24 AVENUE,NY,40.59464800000,-73.99356500000,311,47,30400,0.00000000000,BK29,Bensonhurst East,COMMUNITY SCHOOL DISTRICT 21,21K281,52.35651899400,12562584468600000.00000000000,I.S. 281 Joseph B Cavallaro,2018-19,1346,0,0,0,0,0,0,0,410,442,494,0,0,0,0,1117,83%,75%
989485.630191221,193521.773052767,236,K287,0.00000000000,P.S. 287 Bailey K. Ashford,331000000000.00000000000,DOE,General Academic,Elementary,K287,50 NAVY STREET,NY,40.69785600000,-73.98112000000,302,35,2300,0.00000000000,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,COMMUNITY SCHOOL DISTRICT 13,13K287,-49.83850418100,12835950532800000.00000000000,P.S. 287 Bailey K. Ashford,2018-19,145,17,9,23,28,18,17,33,0,0,0,0,0,0,0,133,92%,90%
986363.659902168,148407.784905683,237,K288,0.00000000000,P.S. 288 The Shirley Tanyhill,332000000000.00000000000,DOE,General Academic,K-8,K288,2950 WEST ��������������,NY,40.57402900000,-73.99239300000,313,47,34200,0.00000000000,BK21,Seagate-Coney Island,COMMUNITY SCHOOL DISTRICT 21,21K288,132.42844828800,12882169436500000.00000000000,P.S. 288 The Shirley Tanyhill,2018-19,615,30,65,66,59,74,83,68,61,50,59,0,0,0,0,576,94%,96%
992025.442630394,151501.688411812,247,K303,0.00000000000,I.S. 303 Herbert S. Eisenberg,332000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,K303,501 WEST AVENUE,NY,40.58251800000,-73.97200900000,313,47,35400,0.00000000000,BK23,West Brighton,COMMUNITY SCHOOL DISTRICT 21,21K303,-72.18770026980,9551697852070000.00000000000,I.S. 303 Herbert S. Eisenberg,2018-19,567,0,0,0,0,0,0,0,198,173,196,0,0,0,0,425,75%,80%
1009358.50791454,166058.744948506,254,K312,0.00000000000,P.S. 312 Bergen Beach,332000000000.00000000000,DOE,General Academic,Elementary,K312,7103 AVENUE T,NY,40.62244200000,-73.90955400000,318,46,69602,0.00000000000,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin,COMMUNITY SCHOOL DISTRICT 22,22K312,-2.55340149883,9853148857460000.00000000000,P.S. 312 Bergen Beach,2018-19,786,70,110,98,123,127,132,126,0,0,0,0,0,0,0,433,55%,47%
1013858.61077048,177330.992278769,262,K325,0.00000000000,The Fresh Creek School,332000000000.00000000000,DOE,General Academic,Elementary,K260,875 WILLIAMS AVENUE,NY,40.65336800000,-73.89329400000,318,42,98200,0.00000000000,BK50,Canarsie,COMMUNITY SCHOOL DISTRICT 19,19K325,112.79070547900,10307976344700000.00000000000,The Fresh Creek School,2018-19,200,15,27,32,30,39,34,23,0,0,0,0,0,0,0,189,95%,91%
985425.502228172,148639.796360237,266,K329,0.00000000000,P.S. 329 Surfside,332000000000.00000000000,DOE,General Academic,Elementary,K329,2929 WEST ��������������,NY,40.57466600000,-73.99577000000,313,47,34200,0.00000000000,BK21,Seagate-Coney Island,COMMUNITY SCHOOL DISTRICT 21,21K329,-125.96131306700,10452716875200000.00000000000,P.S. 329 Surfside,2018-19,388,29,69,57,54,44,68,67,0,0,0,0,0,0,0,367,95%,92%
988051.631149692,155329.800269509,269,K337,0.00000000000,International High School at Lafayette,332000000000.00000000000,DOE,General Academic,High school,K400,2630 BENSON AVENUE,NY,40.59302800000,-73.98631300000,313,47,30600,0.00000000000,BK26,Gravesend,,21K337,-88.76731768910,10749222287100000.00000000000,International High School at Lafayette,2018-19,347,0,0,0,0,0,0,0,0,0,0,82,93,89,83,298,86%,98%
992025.442630394,151501.688411812,271,K344,0.00000000000,Rachel Carson High School for Coastal Studies,332000000000.00000000000,DOE,General Academic,High school,K303,521 WEST AVENUE,NY,40.58251800000,-73.97200900000,313,47,35400,0.00000000000,BK23,West Brighton,,21K344,177.10067430500,11016569628300000.00000000000,Rachel Carson High School for Coastal Studies,2018-19,623,0,0,0,0,0,0,0,0,0,0,184,157,149,133,420,67%,76%
988051.631149692,155329.800269509,275,K348,0.00000000000,High School of Sports Management,332000000000.00000000000,DOE,General Academic,High school,K400,2630 BENSON AVENUE,NY,40.59302800000,-73.98631300000,313,47,30600,0.00000000000,BK26,Gravesend,,21K348,-159.37033475200,11172747993100000.00000000000,High School of Sports Management,2018-19,241,0,0,0,0,0,0,0,0,0,0,43,73,73,52,182,76%,81%
1014291.66259189,175155.758244187,292,K366,0.00000000000,The Science And Medicine Middle School,332000000000.00000000000,DOE,General Academic,Junior High-Intermediate-Middle,K366,965 EAST 107TH STREET,NY,40.64739600000,-73.89174300000,318,46,98400,0.00000000000,BK50,Canarsie,COMMUNITY SCHOOL DISTRICT 18,18K366,145.19137332700,11907606123600000.00000000000,The Science And Medicine Middle School,2018-19,399,0,0,0,0,0,0,0,133,142,124,0,0,0,0,319,80%,69%
992619.638334929,149749.847171721,296,K370,0.00000000000,P.S. 370,308000000000.00000000000,DOE,Special Education,K-12 all grades,K370,3000 WEST 1 STREET,NY,40.57770900000,-73.96987200000,313,48,35602,0.00000000000,BK23,West Brighton,CITYWIDE SPECIAL EDUCATION,75K370,0.00000000000,0.00000000000,P.S. 370,2018-19,249,0,0,7,8,20,21,11,36,14,38,39,30,19,6,197,79%,84%
997087.600882684,194957.873967271,304,K380,0.00000000000,P.S. 380 John Wayne Elementary,331000000000.00000000000,DOE,General Academic,Elementary,K380,370 MARCY AVENUE,NY,40.70179000000,-73.95370200000,301,33,53100,0.00000000000,BK75,Bedford,COMMUNITY SCHOOL DISTRICT 14,14K380,-159.50354979900,12517473024400000.00000000000,P.S. 380 John Wayne Elementary,2018-19,570,50,80,83,86,85,94,92,0,0,0,0,0,0,0,441,77%,85%
992935.400942187,151541.707591319,323,K410,0.00000000000,Abraham Lincoln High School,332000000000.00000000000,DOE,General Academic,High school,K410,2800 OCEAN PARKWAY,NY,40.58262700000,-73.96873300000,313,47,35400,0.00000000000,BK23,West Brighton,,21K410,125.87888497900,9785074663240000.00000000000,Abraham Lincoln High School,2018-19,1904,0,0,0,0,0,0,0,0,0,0,605,489,425,385,1428,75%,81%
